External_Id__c,Account.External_Id__c,Opportunity.External_Id__c,Owner.External_Id__c,ACTIVITYDATE,EVENTSUBTYPE,SUBJECT,TYPE
W_Event.230,W_Account.7688,W_Opportunity.54046,W_Sales_User.10,2022-02-13,Event,Call to Discuss Renewal,Meeting
W_Event.231,W_Account.8080,W_Opportunity.13683,W_Sales_User.1,2022-02-08,Event,Call with Decision Maker,Meeting
W_Event.232,W_Account.6268,W_Opportunity.25904,W_Sales_User.1,2022-02-12,Event,Call with Director of Operations,Call
W_Event.233,W_Account.5414,W_Opportunity.71691,W_Sales_User.10,2022-03-12,Event,Call with Director of Sales,Prep
W_Event.234,W_Account.3154,W_Opportunity.42636,W_Sales_User.1,2022-02-09,Event,Call with Project Team,Other
W_Event.235,W_Account.7620,W_Opportunity.20207,W_Sales_User.1,2022-03-15,Event,Channel Account Planning,Call
W_Event.236,W_Account.6265,W_Opportunity.25129,W_Sales_User.1,2022-03-06,Event,Channel Plan Status Call,Call
W_Event.237,W_Account.1392,W_Opportunity.26966,W_Sales_User.1,2022-02-23,Event,Check in with Customer,Call
W_Event.238,W_Account.330,W_Opportunity.8409,W_Sales_User.1,2022-02-10,Event,Closing Call,Call
W_Event.239,W_Account.1156,W_Opportunity.24759,W_Sales_User.10,2022-03-15,Event,Cold Call to Director of Operations,Prep
W_Event.240,W_Account.5151,W_Opportunity.69444,W_Sales_User.17,2022-03-21,Event,Cold Call with Prospect,Meeting
W_Event.241,W_Account.7878,W_Opportunity.54739,W_Sales_User.10,2022-02-24,Event,Competitive Research,Meeting
W_Event.242,W_Account.5034,W_Opportunity.68504,W_Sales_User.17,2022-03-17,Event,Complete and Send Close Plan,Meeting
W_Event.243,W_Account.5719,W_Opportunity.74383,W_Sales_User.16,2022-03-10,Event,Complete Mutual Plan Document,Call
W_Event.244,W_Account.2531,W_Opportunity.36919,W_Sales_User.10,2022-02-28,Event,Conference Call,Call
W_Event.245,W_Account.105,W_Opportunity.2744,W_Sales_User.1,2022-03-11,Event,Conference Call - Marketing Team,Meeting
W_Event.246,W_Account.5459,W_Opportunity.72103,W_Sales_User.17,2022-02-01,Event,Conference Call with Board of Directors,Meeting
W_Event.247,W_Account.1947,W_Opportunity.31925,W_Sales_User.10,2022-02-25,Event,Conference Call with Customer,Meeting
W_Event.248,W_Account.7219,W_Opportunity.12397,W_Sales_User.1,2022-02-14,Event,Conference Call with Executive Team,Meeting
W_Event.249,W_Account.508,W_Opportunity.12410,W_Sales_User.1,2022-02-21,Event,Conference Call with Key Stakeholders,Meeting
W_Event.250,W_Account.5355,W_Opportunity.71110,W_Sales_User.10,2022-01-31,Event,Conference Call with Team,Meeting
W_Event.251,W_Account.6080,W_Opportunity.77960,W_Sales_User.16,2022-02-06,Event,Confirm Close Date,Call
W_Event.252,W_Account.7927,W_Opportunity.50567,W_Sales_User.16,2022-02-25,Event,Customer Lunch,Prep
W_Event.253,W_Account.6670,W_Opportunity.33269,W_Sales_User.10,2022-02-01,Event,Customer Meeting,Other
W_Event.254,W_Account.5975,W_Opportunity.76955,W_Sales_User.10,2022-02-12,Event,Deal Discussion with Team,Call
W_Event.255,W_Account.2,W_Opportunity.53,W_Sales_User.1,2022-02-21,Event,Demo,Call
W_Event.256,W_Account.3348,W_Opportunity.44351,W_Sales_User.1,2022-02-04,Event,Demo for the Sales Team,Call
W_Event.257,W_Account.6905,W_Opportunity.47107,W_Sales_User.10,2022-02-26,Event,Demo to the Marketing Team,Prep
W_Event.258,W_Account.2243,W_Opportunity.34532,W_Sales_User.1,2022-02-08,Event,Design Social Command Center Requirements,Meeting
W_Event.259,W_Account.1427,W_Opportunity.27273,W_Sales_User.1,2022-03-20,Event,Develop Account Plan,Meeting
W_Event.260,W_Account.2,W_Opportunity.53,W_Sales_User.1,2022-02-27,Event,Develop Content for Webinar,Meeting
W_Event.261,W_Account.3487,W_Opportunity.45634,W_Sales_User.10,2022-03-10,Event,Develop Keynote Presentation,Meeting
W_Event.262,W_Account.7891,W_Opportunity.6941,W_Sales_User.10,2022-02-25,Event,Develop Outbound Call Script and Offers,Meeting
W_Event.263,W_Account.881,W_Opportunity.21329,W_Sales_User.10,2022-03-19,Event,Develop Presentation,Call
W_Event.264,W_Account.7304,W_Opportunity.57910,W_Sales_User.10,2022-02-14,Event,Discovery Call,Prep
W_Event.265,W_Account.7295,W_Opportunity.54350,W_Sales_User.10,2022-02-10,Event,Discovery Call with Customer,Call
W_Event.266,W_Account.7658,W_Opportunity.49633,W_Sales_User.16,2022-02-27,Event,Discovery Meeting Request,Call
W_Event.267,W_Account.4468,W_Opportunity.63303,W_Sales_User.16,2022-02-27,Event,Discovery Notes,Call
W_Event.268,W_Account.4653,W_Opportunity.64974,W_Sales_User.17,2022-02-21,Event,Discuss Account Plan,Call
W_Event.269,W_Account.3925,W_Opportunity.54997,W_Sales_User.16,2022-02-14,Event,Discuss Competitive Landscape,Prep
W_Event.270,W_Account.6623,W_Opportunity.23919,W_Sales_User.10,2022-02-10,Event,Discuss Next Steps,Meeting
W_Event.271,W_Account.3924,W_Opportunity.54978,W_Sales_User.17,2022-03-05,Event,Discuss Outcome of Meeting,Meeting
W_Event.272,W_Account.1447,W_Opportunity.27418,W_Sales_User.1,2022-03-14,Event,Discuss Requirements with CIO,Call
W_Event.273,W_Account.7572,W_Opportunity.6325,W_Sales_User.10,2022-02-11,Event,Discuss Revised Quote,Call
W_Event.274,W_Account.4301,W_Opportunity.61823,W_Sales_User.10,2022-02-27,Event,Discuss Solution Fit,Meeting
W_Event.275,W_Account.6642,W_Opportunity.28493,W_Sales_User.10,2022-02-12,Event,Draft Mutual Plan,Meeting
W_Event.276,W_Account.7320,W_Opportunity.4543,W_Sales_User.10,2022-03-21,Event,Engage Featured Speaker for Webinar,Meeting
W_Event.277,W_Account.51,W_Opportunity.1211,W_Sales_User.10,2022-02-15,Event,Executive Breakfast,Meeting
W_Event.278,W_Account.2565,W_Opportunity.37264,W_Sales_User.10,2022-02-12,Event,Executive Luncheon,Meeting
W_Event.279,W_Account.3992,W_Opportunity.56481,W_Sales_User.16,2022-02-09,Event,Finalize Contract,Meeting
W_Event.280,W_Account.412,W_Opportunity.10237,W_Sales_User.10,2022-02-10,Event,Finalize Contract and Discuss Terms,Call
W_Event.281,W_Account.3755,W_Opportunity.51337,W_Sales_User.17,2022-02-08,Event,Finalize List of Target Companies to Engage,Prep
W_Event.282,W_Account.4415,W_Opportunity.62810,W_Sales_User.10,2022-03-01,Event,Finalize RFP,Other
W_Event.283,W_Account.5428,W_Opportunity.71840,W_Sales_User.17,2022-03-19,Event,Finalize RFP Response,Call
W_Event.284,W_Account.4461,W_Opportunity.63234,W_Sales_User.10,2022-01-31,Event,First Call Contact,Call
W_Event.285,W_Account.7295,W_Opportunity.54574,W_Sales_User.10,2022-02-15,Event,First pass on RFP,Call
W_Event.286,W_Account.860,W_Opportunity.20913,W_Sales_User.10,2022-03-17,Event,Follow Up To My Message,Call
W_Event.287,W_Account.3472,W_Opportunity.45495,W_Sales_User.10,2022-03-02,Event,Follow Up with Customer,Prep
W_Event.288,W_Account.1761,W_Opportunity.30247,W_Sales_User.1,2022-02-28,Event,Follow-up email,Meeting
W_Event.289,W_Account.3718,W_Opportunity.50489,W_Sales_User.16,2022-03-08,Event,Generate Invoice,Meeting
W_Event.290,W_Account.1629,W_Opportunity.29094,W_Sales_User.1,2022-03-17,Event,Generate Order,Meeting
W_Event.291,W_Account.60,W_Opportunity.1498,W_Sales_User.1,2022-03-10,Event,Generate Quote,Call
W_Event.292,W_Account.1960,W_Opportunity.32022,W_Sales_User.10,2022-02-18,Event,Generate Quote with T&C's,Call
W_Event.293,W_Account.1772,W_Opportunity.30346,W_Sales_User.10,2022-03-04,Event,Identify Competitors,Meeting
W_Event.294,W_Account.500,W_Opportunity.12175,W_Sales_User.10,2022-02-19,Event,Identify Referrrals,Meeting
W_Event.295,W_Account.4430,W_Opportunity.62935,W_Sales_User.16,2022-02-27,Event,Initial Call,Meeting
W_Event.296,W_Account.8059,W_Opportunity.5777,W_Sales_User.1,2022-02-28,Event,Internal Deal Discussion,Meeting
W_Event.297,W_Account.1216,W_Opportunity.25348,W_Sales_User.1,2022-03-02,Event,Internal: Review Pricing Structure,Meeting
W_Event.298,W_Account.5420,W_Opportunity.71778,W_Sales_User.17,2022-03-17,Event,Introductory Call,Meeting
W_Event.299,W_Account.6270,W_Opportunity.26809,W_Sales_User.10,2022-02-15,Event,Introductory Call with Director of Finance,Call
W_Event.300,W_Account.406,W_Opportunity.10034,W_Sales_User.1,2022-02-02,Event,Kickoff Meeting with Stakeholders,Prep
W_Event.301,W_Account.5344,W_Opportunity.71009,W_Sales_User.10,2022-02-05,Event,Lead Qualification Call,Other
W_Event.302,W_Account.406,W_Opportunity.10060,W_Sales_User.1,2022-02-22,Event,Lead Source Details,Call
W_Event.303,W_Account.4657,W_Opportunity.65005,W_Sales_User.16,2022-03-05,Event,Left Voicemail,Call
W_Event.304,W_Account.2290,W_Opportunity.34969,W_Sales_User.10,2022-02-09,Event,Left Voicemail: Introduction,Call
W_Event.305,W_Account.6134,W_Opportunity.33278,W_Sales_User.10,2022-02-09,Event,Left Voicemail: Update,Call
W_Event.306,W_Account.2866,W_Opportunity.39841,W_Sales_User.10,2022-03-10,Event,Lunch and Learn,Meeting
W_Event.307,W_Account.7112,W_Opportunity.54093,W_Sales_User.10,2022-02-01,Event,Lunch Briefing,Meeting
W_Event.308,W_Account.307,W_Opportunity.7828,W_Sales_User.10,2022-02-25,Event,Lunch Meeting,Meeting
W_Event.309,W_Account.5026,W_Opportunity.68425,W_Sales_User.10,2022-02-24,Event,Manager 1:1 Meeting,Meeting
W_Event.310,W_Account.1056,W_Opportunity.23862,W_Sales_User.1,2022-02-03,Event,Mid-Year Review,Meeting
W_Event.311,W_Account.7010,W_Opportunity.6891,W_Sales_User.10,2022-02-19,Event,Negotiate Contracts,Meeting
W_Event.312,W_Account.4195,W_Opportunity.60291,W_Sales_User.10,2022-03-17,Event,Notes from Customer Discussion,Call
W_Event.313,W_Account.3156,W_Opportunity.42656,W_Sales_User.1,2022-03-08,Event,Notes From Discussion,Prep
W_Event.314,W_Account.1100,W_Opportunity.24288,W_Sales_User.10,2022-02-06,Event,Notes From Discussion with VP of Finance,Other
W_Event.315,W_Account.1897,W_Opportunity.31531,W_Sales_User.10,2022-02-14,Event,Onsite Industry Research,Call
W_Event.316,W_Account.7805,W_Opportunity.20864,W_Sales_User.10,2022-03-13,Event,Onsite Meeting with Executive Team,Call
W_Event.317,W_Account.6950,W_Opportunity.58763,W_Sales_User.17,2022-01-31,Event,Onsite Presentation and Discussion,Call
W_Event.318,W_Account.1753,W_Opportunity.30160,W_Sales_User.10,2022-03-08,Event,Onsite Presentation to Board of Directors,Call
W_Event.319,W_Account.2255,W_Opportunity.34639,W_Sales_User.10,2022-01-31,Event,Onsite Presentation to Executive Team,Prep
W_Event.320,W_Account.3924,W_Opportunity.54967,W_Sales_User.17,2022-02-07,Event,Onsite Presentation to Finance Team,Meeting
W_Event.321,W_Account.482,W_Opportunity.11807,W_Sales_User.1,2022-03-09,Event,Onsite Presentation to Marketing Team,Meeting
W_Event.322,W_Account.6205,W_Opportunity.66507,W_Sales_User.17,2022-03-15,Event,Onsite Presentation to Sales Team,Meeting
W_Event.323,W_Account.5972,W_Opportunity.76929,W_Sales_User.10,2022-03-20,Event,Plan Account Strategy,Call
W_Event.324,W_Account.6239,W_Opportunity.77850,W_Sales_User.10,2022-02-04,Event,Plan Customer Visit,Meeting
W_Event.325,W_Account.412,W_Opportunity.10237,W_Sales_User.10,2022-02-01,Event,Plan Executive Briefing,Meeting
W_Event.326,W_Account.3038,W_Opportunity.41488,W_Sales_User.10,2022-02-07,Event,Post-Meeting Follow-Up,Meeting
W_Event.327,W_Account.5926,W_Opportunity.76547,W_Sales_User.17,2022-02-18,Event,Prep Sales Presentation,Meeting
W_Event.328,W_Account.1558,W_Opportunity.28466,W_Sales_User.1,2022-02-12,Event,Presentation to Operations Team,Meeting
W_Event.329,W_Account.1147,W_Opportunity.24691,W_Sales_User.1,2022-02-01,Event,Product Demonstration with Team,Meeting
W_Event.330,W_Account.5277,W_Opportunity.70477,W_Sales_User.10,2022-03-14,Event,Project Kickoff,Call
W_Event.331,W_Account.5404,W_Opportunity.71612,W_Sales_User.10,2022-03-20,Event,Project Review,Prep
W_Event.332,W_Account.2056,W_Opportunity.32970,W_Sales_User.10,2022-03-09,Event,Project Team Kickoff,Other
W_Event.333,W_Account.6782,W_Opportunity.65861,W_Sales_User.10,2022-03-21,Event,Project Update Call,Call
W_Event.334,W_Account.3148,W_Opportunity.42597,W_Sales_User.1,2022-02-01,Event,Qualification Call,Call
W_Event.335,W_Account.1257,W_Opportunity.25754,W_Sales_User.1,2022-02-19,Event,Qualification Notes,Call
W_Event.336,W_Account.6840,W_Opportunity.7436,W_Sales_User.1,2022-02-18,Event,Qualify Lead,Call
W_Event.337,W_Account.1276,W_Opportunity.25910,W_Sales_User.10,2022-02-18,Event,Quick Call with Director of Finance,Prep
W_Event.338,W_Account.6224,W_Opportunity.72923,W_Sales_User.10,2022-02-03,Event,Quick Call with VP of IT,Meeting
W_Event.339,W_Account.1881,W_Opportunity.31352,W_Sales_User.10,2022-02-20,Event,Research Competitors,Meeting
W_Event.340,W_Account.4714,W_Opportunity.65533,W_Sales_User.10,2022-03-16,Event,Reserve Room for Customer Meeting,Call
W_Event.341,W_Account.5271,W_Opportunity.70429,W_Sales_User.16,2022-03-08,Event,Reserve Venue for Customer Conference,Call
W_Event.342,W_Account.6360,W_Opportunity.64802,W_Sales_User.17,2022-03-07,Event,Respond to RFP,Meeting
W_Event.343,W_Account.7545,W_Opportunity.52299,W_Sales_User.10,2022-03-14,Event,Review Ad Text Options for A/B Testing,Meeting
W_Event.344,W_Account.5928,W_Opportunity.76571,W_Sales_User.16,2022-02-15,Event,Review Campaign Success and Plan Next Phase,Meeting
W_Event.345,W_Account.909,W_Opportunity.21845,W_Sales_User.1,2022-03-01,Event,Review Meeting Notes,Meeting
W_Event.346,W_Account.7169,W_Opportunity.26,W_Sales_User.10,2022-02-20,Event,Review Product Roadmap,Meeting
W_Event.347,W_Account.5434,W_Opportunity.71902,W_Sales_User.17,2022-03-05,Event,Review Proposal,Meeting
W_Event.348,W_Account.5112,W_Opportunity.69089,W_Sales_User.17,2022-02-21,Event,Review RFP Response,Call
W_Event.349,W_Account.7432,W_Opportunity.18422,W_Sales_User.1,2022-03-12,Event,Review Social Listening and Identify Keywords,Prep
W_Event.350,W_Account.5565,W_Opportunity.73121,W_Sales_User.10,2022-02-03,Event,RFP Response Kickoff,Other
W_Event.351,W_Account.6444,W_Opportunity.27468,W_Sales_User.10,2022-02-10,Event,RFP Team Meeting,Call
W_Event.352,W_Account.2814,W_Opportunity.39387,W_Sales_User.1,2022-03-05,Event,Run Facebook Promotion to Boost Engagement,Call
W_Event.353,W_Account.1130,W_Opportunity.24545,W_Sales_User.1,2022-03-21,Event,Sales Presentation Follow-Up,Call
W_Event.354,W_Account.4775,W_Opportunity.66081,W_Sales_User.16,2022-02-22,Event,Send Contract,Prep
W_Event.355,W_Account.7517,W_Opportunity.55625,W_Sales_User.10,2022-02-24,Event,Send Contract for Signing,Meeting
W_Event.356,W_Account.5054,W_Opportunity.68644,W_Sales_User.10,2022-03-10,Event,Send Follow-up Email,Meeting
W_Event.357,W_Account.7292,W_Opportunity.52619,W_Sales_User.17,2022-02-16,Event,Send Revised Pricing,Meeting
W_Event.358,W_Account.6765,W_Opportunity.62167,W_Sales_User.10,2022-03-06,Event,Send Revised Quote,Meeting
W_Event.359,W_Account.5233,W_Opportunity.70114,W_Sales_User.16,2022-03-16,Event,Send Thank You Email,Meeting
W_Event.360,W_Account.3089,W_Opportunity.42016,W_Sales_User.10,2022-02-01,Event,Send Thank You to Customer,Meeting
W_Event.361,W_Account.6979,W_Opportunity.1154,W_Sales_User.10,2022-02-14,Event,Send Updated Quote,Call
W_Event.362,W_Account.7572,W_Opportunity.6325,W_Sales_User.10,2022-03-15,Event,Social Media Strategy Meeting,Prep
W_Event.363,W_Account.3606,W_Opportunity.48290,W_Sales_User.10,2022-03-10,Event,Submit Feature Request,Other
W_Event.364,W_Account.3694,W_Opportunity.50037,W_Sales_User.17,2022-03-20,Event,SWOT Analysis,Call
W_Event.365,W_Account.7256,W_Opportunity.21320,W_Sales_User.10,2022-02-11,Event,Team Kickoff,Call
W_Event.366,W_Account.6022,W_Opportunity.77358,W_Sales_User.17,2022-03-14,Event,Team Meeting,Call
W_Event.367,W_Account.5953,W_Opportunity.76784,W_Sales_User.17,2022-02-24,Event,Tradeshow Preparation,Call
W_Event.368,W_Account.8116,W_Opportunity.48515,W_Sales_User.17,2022-03-18,Event,Travel Time,Prep
W_Event.369,W_Account.2601,W_Opportunity.37541,W_Sales_User.1,2022-02-05,Event,Volunteering - Board of Trustees,Meeting
W_Event.370,W_Account.8067,W_Opportunity.8983,W_Sales_User.10,2022-03-11,Event,Volunteering - Business Skills Workshop,Meeting
W_Event.371,W_Account.3118,W_Opportunity.42302,W_Sales_User.10,2022-02-20,Event,Volunteering - Canned Food Collection,Call
W_Event.372,W_Account.3773,W_Opportunity.51679,W_Sales_User.10,2022-02-03,Event,Volunteering - Community Garden,Call
W_Event.373,W_Account.1097,W_Opportunity.24258,W_Sales_User.10,2022-02-19,Event,Volunteering - Food Bank,Meeting
W_Event.374,W_Account.6222,W_Opportunity.72354,W_Sales_User.17,2022-02-19,Event,Volunteering - Habitat for Humanity,Meeting
W_Event.375,W_Account.5072,W_Opportunity.68794,W_Sales_User.16,2022-03-11,Event,Volunteering - Homeless Services,Meeting
W_Event.376,W_Account.6259,W_Opportunity.23641,W_Sales_User.10,2022-02-12,Event,Volunteering - Library,Meeting
W_Event.377,W_Account.3270,W_Opportunity.43620,W_Sales_User.1,2022-02-12,Event,Volunteering - Mock Interviews,Meeting
W_Event.378,W_Account.1064,W_Opportunity.24007,W_Sales_User.1,2022-02-25,Event,Volunteering - Tree Planting,Meeting
W_Event.379,W_Account.4716,W_Opportunity.65556,W_Sales_User.10,2022-03-16,Event,Web Conference with Customer,Call
W_Event.380,W_Account.147,W_Opportunity.3821,W_Sales_User.10,2022-03-09,Event,Web Meeting,Prep
W_Event.381,W_Account.1462,W_Opportunity.27542,W_Sales_User.10,2022-01-31,Event,Web Meeting with Customer,Other
W_Event.382,W_Account.3782,W_Opportunity.51853,W_Sales_User.10,2022-03-03,Event,Web Meeting with Executives,Call
W_Event.383,W_Account.1934,W_Opportunity.31839,W_Sales_User.1,2022-03-18,Event,Webinar Content,Call
W_Event.384,W_Account.1094,W_Opportunity.24234,W_Sales_User.1,2022-02-18,Event,Webinar Presentation,Call
W_Event.385,W_Account.1200,W_Opportunity.25205,W_Sales_User.10,2022-03-21,Event,Work on RFP,Call
W_Event.386,W_Account.2554,W_Opportunity.37136,W_Sales_User.10,2022-03-16,Event,Product Launch Training,Prep
W_Event.387,W_Account.4552,W_Opportunity.64125,W_Sales_User.17,2022-03-15,Event,New Product Training,Meeting
W_Event.388,W_Account.3378,W_Opportunity.44629,W_Sales_User.1,2022-02-18,Event,Sales Training,Meeting
W_Event.389,W_Account.4616,W_Opportunity.64677,W_Sales_User.16,2022-02-05,Event,Enablement Session,Meeting
W_Event.390,W_Account.4472,W_Opportunity.63345,W_Sales_User.17,2022-02-06,Event,Prospecting First Call,Call
W_Event.391,W_Account.6583,W_Opportunity.76790,W_Sales_User.10,2022-02-05,Event,Account Health Check,Call
W_Event.392,W_Account.3264,W_Opportunity.43499,W_Sales_User.10,2022-03-10,Event,Account Planning Meeting,Meeting
W_Event.393,W_Account.2521,W_Opportunity.36825,W_Sales_User.1,2022-03-06,Event,Account Review Call,Meeting
W_Event.394,W_Account.1118,W_Opportunity.24421,W_Sales_User.1,2022-02-27,Event,Agree on Next Steps,Meeting
W_Event.395,W_Account.3116,W_Opportunity.42258,W_Sales_User.10,2022-01-31,Event,Approve Menus for Executive Lunch,Meeting
W_Event.396,W_Account.6941,W_Opportunity.57092,W_Sales_User.16,2022-03-12,Event,Arrange Travel for Guest Speaker,Meeting
W_Event.397,W_Account.25,W_Opportunity.718,W_Sales_User.1,2022-03-01,Event,Assess RFO Response,Call
W_Event.398,W_Account.6744,W_Opportunity.45233,W_Sales_User.1,2022-02-14,Event,Attend Social Media Best Practices Webinar,Prep
W_Event.399,W_Account.3287,W_Opportunity.43757,W_Sales_User.1,2022-02-02,Event,Brainstorming,Other
W_Event.400,W_Account.78,W_Opportunity.2130,W_Sales_User.10,2022-02-05,Event,Brainstorming Session,Call
W_Event.401,W_Account.6897,W_Opportunity.22283,W_Sales_User.1,2022-03-20,Event,Build Slides for Presentation,Call
W_Event.402,W_Account.6802,W_Opportunity.71484,W_Sales_User.10,2022-03-15,Event,Call Customer for Update,Call
W_Event.403,W_Account.5433,W_Opportunity.71880,W_Sales_User.10,2022-02-06,Event,Call to Discuss Renewal,Call
W_Event.404,W_Account.6224,W_Opportunity.72923,W_Sales_User.10,2022-03-17,Event,Call with Decision Maker,Prep
