Account,Payment Method,Maintenance,Churn,Points Used,Monthly Charges,Points,Tenure,Contract,Insurance,Month of Churn,Profit
358,Mailed Check,No,Yes,0,1700000,13000,1,Month-to-month,No,June,0
359,Bank Transfer,No,Yes,0,800000,11000,1,Month-to-month,No,June,0
360,Electronic Check,No,Yes,0,700000,4000,14,Month-to-month,No,June,0
361,Electronic Check,No,Yes,0,1400000,9000,1,Month-to-month,No,June,0
362,Credit Card,No,Yes,0,1800000,9000,3,Month-to-month,No,June,0
363,Electronic Check,No,Yes,0,700000,3000,6,Month-to-month,No,June,0
364,Credit Card,No,Yes,0,700000,11000,3,Month-to-month,No,June,0
365,Electronic Check,No,Yes,0,1500000,1000,7,Month-to-month,No,June,0
366,Electronic Check,Yes,Yes,0,1600000,11000,68,One year,No,June,0
367,Mailed Check,No,Yes,0,700000,14000,15,Month-to-month,No,June,0
368,Electronic Check,No,Yes,0,1100000,3000,8,Month-to-month,No,June,0
369,Electronic Check,No,Yes,0,1700000,7000,2,Month-to-month,No,June,0
370,Electronic Check,No,Yes,0,1000000,6000,10,Month-to-month,No,June,0
371,Mailed Check,No,Yes,0,1600000,7000,1,Month-to-month,No,June,0
372,Electronic Check,No,Yes,0,1000000,1000,1,Month-to-month,No,June,0
373,Mailed Check,No,Yes,0,1300000,12000,1,Month-to-month,No,June,0
374,Electronic Check,No,Yes,0,1500000,1000,7,Month-to-month,No,June,0
375,Electronic Check,No,Yes,0,700000,1000,1,Month-to-month,No,June,0
376,Electronic Check,No,Yes,0,1000000,5000,3,Month-to-month,No,June,0
377,Electronic Check,No,Yes,0,1700000,5000,7,Month-to-month,No,June,0
378,Electronic Check,No,Yes,0,800000,4000,1,Month-to-month,No,June,0
379,Electronic Check,No,Yes,0,1400000,12000,1,Month-to-month,No,June,0
380,Mailed Check,No,Yes,0,700000,14000,1,Month-to-month,No,June,0
381,Electronic Check,No,Yes,0,1600000,10000,27,Month-to-month,No,June,0
382,Electronic Check,No,Yes,0,1800000,8000,24,Month-to-month,No,June,0
383,Electronic Check,No,Yes,0,1000000,4000,5,Month-to-month,No,June,0
384,Electronic Check,No,Yes,0,900000,12000,3,Month-to-month,No,June,0
385,Electronic Check,No,Yes,0,1100000,5000,1,Month-to-month,No,June,0
386,Electronic Check,No,Yes,0,800000,7000,1,Month-to-month,No,June,0
387,Electronic Check,Yes,Yes,0,1300000,5000,12,One year,No,June,0
388,Electronic Check,No,Yes,0,800000,11000,53,Month-to-month,No,June,0
389,Mailed Check,No,Yes,0,900000,13000,13,Month-to-month,No,June,0
390,Electronic Check,No,Yes,0,1600000,14000,10,Month-to-month,No,June,0
391,Mailed Check,No,Yes,0,1100000,8000,1,Month-to-month,No,June,0
392,Credit Card,Yes,Yes,0,1700000,7000,64,One year,No,June,0
393,Electronic Check,Yes,Yes,0,1900000,1000,49,One year,No,June,0
394,Bank Transfer,No,Yes,0,1300000,6000,5,Month-to-month,No,June,0
395,Mailed Check,No,Yes,0,1300000,4000,1,Month-to-month,No,June,0
396,Electronic Check,Yes,Yes,0,1000000,11000,43,One year,No,June,0
397,Electronic Check,No,Yes,0,1100000,1000,10,Month-to-month,No,June,0
398,Credit Card,No,Yes,0,1600000,1000,31,Month-to-month,No,June,0
399,Electronic Check,No,Yes,0,1500000,12000,1,Month-to-month,No,June,0
400,Electronic Check,No,Yes,0,1800000,1000,6,Month-to-month,No,June,0
401,Bank Transfer,Yes,Yes,0,900000,9000,46,One year,No,June,0
402,Electronic Check,No,Yes,0,1600000,7000,28,Month-to-month,No,June,0
403,Electronic Check,No,Yes,0,1100000,7000,21,Month-to-month,No,June,0
404,Electronic Check,No,Yes,0,800000,7000,2,Month-to-month,No,June,0
405,Credit Card,Yes,Yes,0,1400000,1000,46,One year,No,June,0
406,Bank Transfer,No,Yes,0,1300000,9000,7,Month-to-month,No,June,0
407,Bank Transfer,No,Yes,0,700000,2000,5,Month-to-month,No,June,0
408,Electronic Check,No,Yes,0,1100000,9000,13,Month-to-month,No,June,0
409,Bank Transfer,No,Yes,0,1100000,2000,4,Month-to-month,No,June,0
410,Electronic Check,No,Yes,0,800000,3000,5,Month-to-month,No,June,0
411,Electronic Check,No,Yes,0,700000,11000,5,Month-to-month,No,June,0
412,Electronic Check,No,Yes,0,1500000,8000,3,Month-to-month,No,June,0
413,Electronic Check,No,Yes,0,1000000,7000,11,Month-to-month,No,June,0
414,Mailed Check,No,Yes,0,1200000,10000,1,Month-to-month,No,June,0
415,Bank Transfer,No,Yes,0,1200000,5000,1,Month-to-month,No,June,0
416,Electronic Check,No,Yes,0,800000,13000,9,Month-to-month,No,June,0
417,Electronic Check,No,Yes,0,1100000,8000,24,Month-to-month,No,June,0
418,Electronic Check,No,Yes,0,1600000,2000,1,Month-to-month,No,June,0
419,Electronic Check,No,Yes,0,700000,6000,3,Month-to-month,No,June,0
420,Electronic Check,No,Yes,0,1900000,14000,37,Month-to-month,No,June,0
421,Electronic Check,No,Yes,0,1100000,4000,6,Month-to-month,No,June,0
422,Electronic Check,No,Yes,0,1800000,8000,31,Month-to-month,No,June,0
423,Bank Transfer,Yes,Yes,0,1100000,8000,19,One year,No,June,0
424,Electronic Check,No,Yes,0,1700000,10000,24,Month-to-month,No,June,0
425,Mailed Check,Yes,Yes,0,1200000,14000,59,Two years,Yes,July,0
426,Electronic Check,No,Yes,0,1400000,10000,1,Month-to-month,No,July,0
427,Electronic Check,No,Yes,0,1300000,13000,1,Month-to-month,No,July,0
428,Electronic Check,No,Yes,0,1200000,2000,18,Month-to-month,No,July,0
429,Credit Card,No,Yes,0,1700000,2000,9,Month-to-month,No,July,0
430,Electronic Check,No,Yes,0,1700000,13000,1,Month-to-month,No,July,0
431,Electronic Check,No,Yes,0,1100000,6000,1,Month-to-month,No,July,0
432,Bank Transfer,No,Yes,0,1800000,6000,12,Month-to-month,No,July,0
433,Bank Transfer,No,Yes,0,1500000,12000,56,Month-to-month,No,July,0
434,Electronic Check,Yes,Yes,0,1600000,7000,65,One year,No,July,0
435,Electronic Check,No,Yes,0,1000000,12000,3,Month-to-month,No,July,0
436,Electronic Check,Yes,Yes,0,1500000,1000,66,One year,No,July,0
437,Mailed Check,No,Yes,0,1000000,2000,12,Month-to-month,No,July,0
438,Electronic Check,No,Yes,0,1300000,1000,37,Month-to-month,No,July,0
439,Bank Transfer,No,Yes,0,1800000,10000,68,Month-to-month,No,July,0
440,Credit Card,No,Yes,0,1100000,9000,66,Month-to-month,No,July,0
441,Electronic Check,No,Yes,0,900000,11000,4,Month-to-month,No,July,0
442,Electronic Check,No,Yes,0,1700000,3000,4,Month-to-month,No,July,0
443,Electronic Check,Yes,Yes,0,1800000,3000,61,Two years,Yes,July,0
444,Electronic Check,No,Yes,0,1200000,7000,36,Month-to-month,No,July,0
445,Electronic Check,Yes,Yes,0,900000,2000,43,One year,No,July,0
446,Bank Transfer,No,Yes,0,1800000,3000,37,Month-to-month,No,July,0
447,Credit Card,No,Yes,0,1200000,6000,7,Month-to-month,No,July,0
448,Electronic Check,No,Yes,0,1900000,11000,7,Month-to-month,No,July,0
449,Electronic Check,No,Yes,0,1400000,1000,4,Month-to-month,No,July,0
450,Electronic Check,No,Yes,0,1000000,12000,7,Month-to-month,No,July,0
451,Electronic Check,No,Yes,0,1900000,10000,3,Month-to-month,No,July,0
452,Mailed Check,No,Yes,0,1600000,1000,1,Month-to-month,No,July,0
453,Electronic Check,No,Yes,0,1800000,1000,2,Month-to-month,No,July,0
454,Electronic Check,No,Yes,0,1100000,13000,40,Month-to-month,No,July,0
455,Bank Transfer,No,Yes,0,1700000,4000,9,Month-to-month,No,July,0
456,Electronic Check,No,Yes,0,1300000,14000,1,Month-to-month,No,July,0
457,Credit Card,No,Yes,0,1400000,6000,18,Month-to-month,No,July,0
458,Credit Card,No,Yes,0,900000,1000,3,Month-to-month,No,July,0
459,Electronic Check,No,Yes,0,700000,12000,4,Month-to-month,No,July,0
460,Electronic Check,No,Yes,0,1100000,14000,1,Month-to-month,No,July,0
461,Electronic Check,No,Yes,0,700000,1000,1,Month-to-month,No,July,0
462,Electronic Check,Yes,Yes,0,1000000,7000,55,One year,No,July,0
463,Credit Card,No,Yes,0,700000,14000,2,Month-to-month,No,July,0
464,Mailed Check,No,Yes,0,800000,12000,7,Month-to-month,No,July,0
465,Electronic Check,No,Yes,0,1900000,9000,1,Month-to-month,No,July,0
466,Bank Transfer,No,Yes,0,1700000,10000,25,Month-to-month,No,July,0
467,Mailed Check,No,Yes,0,1400000,7000,7,Month-to-month,No,July,0
468,Electronic Check,No,Yes,0,1100000,6000,6,Month-to-month,No,July,0
469,Electronic Check,No,Yes,0,900000,14000,1,Month-to-month,No,July,0
470,Credit Card,No,Yes,0,1300000,13000,38,Month-to-month,No,July,0
471,Bank Transfer,No,Yes,0,1500000,14000,41,Month-to-month,No,July,0
472,Electronic Check,No,Yes,0,700000,11000,10,Month-to-month,No,July,0
473,Electronic Check,No,Yes,0,1400000,11000,10,Month-to-month,No,July,0
474,Mailed Check,No,Yes,0,800000,13000,1,Month-to-month,No,July,0
475,Electronic Check,No,Yes,0,700000,1000,1,Month-to-month,No,July,0
476,Electronic Check,No,Yes,0,700000,5000,30,Month-to-month,No,July,0
477,Electronic Check,No,Yes,0,1800000,1000,6,Month-to-month,No,July,0
478,Electronic Check,No,Yes,0,800000,3000,3,Month-to-month,No,July,0
479,Electronic Check,No,Yes,0,1000000,11000,52,Month-to-month,No,July,0
480,Electronic Check,No,Yes,0,900000,3000,17,Month-to-month,No,July,0
481,Electronic Check,No,Yes,0,700000,5000,7,Month-to-month,No,July,0
482,Electronic Check,No,Yes,0,1700000,14000,4,Month-to-month,No,July,0
483,Mailed Check,No,Yes,0,900000,12000,1,Month-to-month,No,July,0
484,Bank Transfer,No,Yes,0,1100000,6000,32,Month-to-month,No,July,0
485,Electronic Check,No,Yes,0,1000000,4000,6,Month-to-month,No,July,0
486,Bank Transfer,No,Yes,0,1800000,5000,11,Month-to-month,No,July,0
487,Mailed Check,No,Yes,0,1400000,3000,12,Month-to-month,No,July,0
488,Electronic Check,No,Yes,0,1800000,2000,1,Month-to-month,No,July,0
489,Mailed Check,No,Yes,0,700000,3000,4,Month-to-month,No,July,0
490,Electronic Check,No,Yes,0,900000,12000,7,Month-to-month,No,July,0
491,Credit Card,No,Yes,0,1300000,3000,22,Month-to-month,No,July,0
492,Bank Transfer,No,Yes,0,1200000,9000,1,Month-to-month,No,July,0
493,Bank Transfer,No,Yes,0,1100000,3000,10,Month-to-month,No,July,0
494,Electronic Check,No,Yes,0,1600000,5000,19,Month-to-month,No,July,0
495,Bank Transfer,No,Yes,0,1100000,8000,22,Month-to-month,No,July,0
496,Mailed Check,No,Yes,0,900000,11000,8,Month-to-month,No,July,0
497,Electronic Check,No,Yes,0,1100000,9000,1,Month-to-month,No,July,0
498,Electronic Check,Yes,Yes,0,800000,14000,7,One year,No,July,0
499,Electronic Check,Yes,Yes,0,800000,11000,62,One year,No,July,0
500,Electronic Check,No,Yes,0,800000,9000,4,Month-to-month,No,July,0
501,Electronic Check,No,Yes,0,1600000,12000,43,Month-to-month,No,July,0
502,Electronic Check,No,Yes,0,1200000,5000,6,Month-to-month,No,July,0
503,Mailed Check,No,Yes,0,1000000,10000,5,Month-to-month,No,July,0
504,Electronic Check,No,Yes,0,1500000,12000,1,Month-to-month,No,July,0
505,Mailed Check,Yes,Yes,0,1500000,10000,17,One year,No,July,0
506,Mailed Check,No,Yes,0,1100000,8000,6,Month-to-month,No,July,0
507,Mailed Check,No,Yes,0,800000,6000,1,Month-to-month,No,July,0
508,Electronic Check,Yes,Yes,0,1700000,8000,67,One year,No,July,0
509,Electronic Check,No,Yes,0,1900000,1000,17,Month-to-month,No,July,0
510,Mailed Check,No,Yes,0,1200000,4000,3,Month-to-month,No,July,0
511,Electronic Check,No,Yes,0,800000,5000,1,Month-to-month,No,July,0
512,Electronic Check,No,Yes,0,1100000,3000,38,Month-to-month,No,July,0
513,Credit Card,No,Yes,0,1300000,2000,2,Month-to-month,No,July,0
514,Mailed Check,No,Yes,0,1200000,4000,12,Month-to-month,No,July,0
515,Mailed Check,Yes,Yes,0,1000000,2000,12,One year,No,July,0
516,Electronic Check,No,Yes,0,900000,14000,21,Month-to-month,No,July,0
517,Bank Transfer,No,Yes,0,1600000,5000,35,Month-to-month,No,July,0
518,Electronic Check,No,Yes,0,900000,14000,50,Month-to-month,No,July,0
519,Bank Transfer,No,Yes,0,1100000,9000,37,Month-to-month,No,July,0
520,Credit Card,No,Yes,0,1700000,14000,41,Month-to-month,No,July,0
521,Electronic Check,No,Yes,0,1700000,2000,10,Month-to-month,No,July,0
522,Credit Card,Yes,Yes,0,1300000,8000,66,One year,No,July,0
523,Mailed Check,No,Yes,0,1300000,1000,1,Month-to-month,No,July,0
524,Credit Card,No,Yes,0,1100000,12000,1,Month-to-month,No,July,0
525,Electronic Check,No,Yes,0,1900000,8000,34,Month-to-month,No,July,0
526,Electronic Check,No,Yes,0,1700000,3000,16,Month-to-month,No,July,0
527,Bank Transfer,No,Yes,0,1300000,11000,29,Month-to-month,No,July,0
528,Electronic Check,No,Yes,0,1300000,11000,1,Month-to-month,No,July,0
529,Mailed Check,No,Yes,0,1200000,11000,3,Month-to-month,No,July,0
530,Electronic Check,No,Yes,0,1200000,14000,1,Month-to-month,No,July,0
531,Bank Transfer,No,Yes,0,1600000,1000,1,Month-to-month,No,July,0
532,Electronic Check,No,Yes,0,1200000,11000,1,Month-to-month,No,July,0
533,Electronic Check,No,Yes,0,700000,2000,2,Month-to-month,No,July,0
534,Electronic Check,No,Yes,0,1300000,7000,3,Month-to-month,No,July,0
535,Credit Card,No,Yes,0,1700000,6000,15,Month-to-month,No,July,0
536,Electronic Check,No,Yes,0,1700000,12000,7,Month-to-month,No,July,0
537,Electronic Check,No,Yes,0,1300000,10000,17,Month-to-month,No,July,0
538,Electronic Check,No,Yes,0,1300000,2000,1,Month-to-month,No,July,0
539,Electronic Check,No,Yes,0,1700000,6000,2,Month-to-month,No,July,0
540,Electronic Check,No,Yes,0,1400000,7000,14,Month-to-month,No,July,0
541,Electronic Check,No,Yes,0,1800000,7000,30,Month-to-month,No,July,0
542,Bank Transfer,Yes,Yes,0,1900000,4000,53,One year,No,July,0
543,Electronic Check,No,Yes,0,1500000,8000,7,Month-to-month,No,July,0
544,Electronic Check,Yes,Yes,0,1400000,11000,68,One year,No,July,0
545,Electronic Check,No,Yes,0,700000,8000,3,Month-to-month,No,July,0
546,Bank Transfer,No,Yes,0,1500000,13000,5,Month-to-month,No,July,0
547,Electronic Check,No,Yes,0,1900000,3000,31,Month-to-month,No,July,0
548,Electronic Check,Yes,Yes,0,1600000,6000,62,One year,No,July,0
549,Electronic Check,No,Yes,0,1000000,2000,2,Month-to-month,No,July,0
550,Mailed Check,No,Yes,0,1600000,8000,1,Month-to-month,No,July,0
551,Bank Transfer,No,Yes,0,1000000,13000,12,Month-to-month,No,July,0
552,Electronic Check,No,Yes,0,1700000,3000,17,Month-to-month,No,July,0
553,Electronic Check,No,Yes,0,1300000,11000,54,Month-to-month,No,July,0
554,Electronic Check,No,Yes,0,1100000,6000,20,Month-to-month,No,July,0
555,Electronic Check,No,Yes,0,1900000,8000,20,Month-to-month,No,July,0
556,Mailed Check,No,Yes,0,700000,2000,11,Month-to-month,No,July,0
557,Bank Transfer,No,Yes,0,700000,10000,7,Month-to-month,No,July,0
558,Electronic Check,No,Yes,0,1400000,2000,3,Month-to-month,No,July,0
559,Bank Transfer,No,Yes,0,1300000,14000,4,Month-to-month,No,July,0
560,Electronic Check,No,Yes,0,1700000,1000,1,Month-to-month,No,July,0
561,Electronic Check,No,Yes,0,800000,14000,1,Month-to-month,No,July,0
562,Bank Transfer,No,Yes,0,1400000,6000,32,Month-to-month,No,July,0
563,Credit Card,No,Yes,0,1700000,12000,19,Month-to-month,No,July,0
564,Electronic Check,No,Yes,0,1000000,6000,50,Month-to-month,No,July,0
565,Electronic Check,No,Yes,0,900000,12000,35,Month-to-month,No,July,0
566,Credit Card,No,Yes,0,1300000,14000,24,Month-to-month,No,July,0
567,Electronic Check,No,Yes,0,1600000,6000,4,Month-to-month,No,July,0
568,Mailed Check,No,Yes,0,1200000,1000,6,Month-to-month,No,July,0
569,Electronic Check,No,Yes,0,1800000,5000,11,Month-to-month,No,July,0
570,Electronic Check,No,Yes,0,1400000,12000,20,Month-to-month,No,July,0
571,Mailed Check,No,Yes,0,1100000,12000,13,Month-to-month,No,July,0
572,Electronic Check,Yes,Yes,0,700000,1000,50,Two years,Yes,July,0
573,Mailed Check,No,Yes,0,1600000,10000,1,Month-to-month,No,July,0
574,Electronic Check,No,Yes,0,1300000,7000,36,Month-to-month,No,July,0
575,Electronic Check,No,Yes,0,1400000,5000,44,Month-to-month,No,July,0
576,Bank Transfer,No,Yes,0,1100000,6000,40,Month-to-month,No,July,0
577,Electronic Check,No,Yes,0,1000000,3000,8,Month-to-month,No,July,0
578,Mailed Check,No,Yes,0,900000,6000,8,Month-to-month,No,July,0
579,Mailed Check,No,Yes,0,1900000,4000,1,Month-to-month,No,July,0
580,Bank Transfer,Yes,Yes,0,1500000,1000,72,One year,No,July,0
581,Bank Transfer,Yes,Yes,0,900000,12000,68,Two years,Yes,July,0
582,Electronic Check,No,Yes,0,700000,11000,2,Month-to-month,No,July,0
583,Electronic Check,No,Yes,0,1400000,14000,22,Month-to-month,No,July,0
584,Credit Card,No,Yes,0,800000,14000,3,Month-to-month,No,July,0
585,Electronic Check,No,Yes,0,1900000,11000,10,Month-to-month,No,July,0
586,Electronic Check,No,Yes,0,800000,6000,8,Month-to-month,No,August,0
587,Electronic Check,No,Yes,0,1000000,12000,1,Month-to-month,No,August,0
588,Electronic Check,No,Yes,0,1600000,11000,10,Month-to-month,No,August,0
589,Electronic Check,No,Yes,0,800000,3000,50,Month-to-month,No,August,0
590,Electronic Check,No,Yes,0,1500000,1000,4,Month-to-month,No,August,0
591,Mailed Check,No,Yes,0,1800000,3000,1,Month-to-month,No,August,0
592,Mailed Check,No,Yes,0,1200000,6000,17,Month-to-month,No,August,0
593,Credit Card,Yes,Yes,0,1400000,12000,53,One year,No,August,0
594,Electronic Check,No,Yes,0,1000000,12000,50,Month-to-month,No,August,0
595,Electronic Check,No,Yes,0,1800000,11000,53,Month-to-month,No,August,0
596,Electronic Check,No,Yes,0,1400000,5000,13,Month-to-month,No,August,0
597,Electronic Check,No,Yes,0,1900000,2000,26,Month-to-month,No,August,0
598,Bank Transfer,Yes,Yes,0,1300000,5000,55,Two years,Yes,August,0
599,Electronic Check,No,Yes,0,1400000,3000,4,Month-to-month,No,August,0
600,Mailed Check,No,Yes,0,1600000,2000,1,Month-to-month,No,August,0
601,Electronic Check,No,Yes,0,1300000,14000,2,Month-to-month,No,August,0
602,Electronic Check,No,Yes,0,1000000,13000,1,Month-to-month,No,August,0
603,Credit Card,No,Yes,0,700000,13000,15,Month-to-month,No,August,0
604,Bank Transfer,No,Yes,0,1600000,7000,40,Month-to-month,No,August,0
605,Bank Transfer,No,Yes,0,800000,1000,4,Month-to-month,No,August,0
606,Credit Card,No,Yes,0,1600000,3000,9,Month-to-month,No,August,0
607,Credit Card,No,Yes,0,1600000,12000,2,Month-to-month,No,August,0
608,Electronic Check,No,Yes,0,1600000,14000,2,Month-to-month,No,August,0
609,Mailed Check,No,Yes,0,700000,13000,7,Month-to-month,No,August,0
610,Mailed Check,No,Yes,0,1300000,3000,1,Month-to-month,No,August,0
611,Bank Transfer,Yes,Yes,0,1600000,10000,22,One year,No,August,0
612,Mailed Check,No,Yes,0,700000,6000,5,Month-to-month,No,August,0
613,Mailed Check,No,Yes,0,1400000,1000,1,Month-to-month,No,August,0
614,Mailed Check,No,Yes,0,1500000,11000,1,Month-to-month,No,August,0
615,Electronic Check,No,Yes,0,800000,6000,21,Month-to-month,No,August,0
616,Electronic Check,No,Yes,0,700000,13000,14,Month-to-month,No,August,0
617,Electronic Check,No,Yes,0,1700000,1000,12,Month-to-month,No,August,0
618,Credit Card,No,Yes,0,1500000,4000,45,Month-to-month,No,August,0
619,Mailed Check,No,Yes,0,900000,14000,2,Month-to-month,No,August,0
620,Electronic Check,No,Yes,0,1300000,8000,16,Month-to-month,No,August,0
621,Credit Card,No,Yes,0,1100000,5000,3,Month-to-month,No,August,0
622,Credit Card,No,Yes,0,900000,2000,9,Month-to-month,No,August,0
623,Mailed Check,No,Yes,0,1100000,10000,7,Month-to-month,No,August,0
624,Bank Transfer,No,Yes,0,1100000,14000,55,Month-to-month,No,August,0
625,Mailed Check,No,Yes,0,700000,6000,1,Month-to-month,No,August,0
626,Electronic Check,No,Yes,0,1200000,3000,2,Month-to-month,No,August,0
627,Mailed Check,No,Yes,0,1300000,3000,2,Month-to-month,No,August,0
628,Electronic Check,No,Yes,0,1900000,3000,1,Month-to-month,No,August,0
629,Electronic Check,No,Yes,0,900000,6000,4,Month-to-month,No,August,0
630,Electronic Check,No,Yes,0,1500000,6000,17,Month-to-month,No,August,0
631,Bank Transfer,Yes,Yes,0,1900000,3000,54,One year,No,August,0
632,Electronic Check,No,Yes,0,1300000,1000,26,Month-to-month,No,August,0
633,Electronic Check,No,Yes,0,1100000,8000,11,Month-to-month,No,August,0
634,Electronic Check,No,Yes,0,1800000,8000,1,Month-to-month,No,August,0
635,Electronic Check,No,Yes,0,700000,1000,62,Month-to-month,No,August,0
636,Mailed Check,No,Yes,0,900000,12000,8,Month-to-month,No,August,0
637,Bank Transfer,No,Yes,0,700000,1000,22,Month-to-month,No,August,0
638,Electronic Check,No,Yes,0,900000,8000,1,Month-to-month,No,August,0
639,Electronic Check,No,Yes,0,1300000,1000,3,Month-to-month,No,August,0
640,Credit Card,Yes,Yes,0,700000,2000,70,Two years,Yes,August,0
641,Mailed Check,No,Yes,0,1000000,7000,1,Month-to-month,No,August,0
