Account,Payment Method,Maintenance,Churn,Points Used,Monthly Charges,Points,Tenure,Contract,Insurance,Month of Churn,Gender,Age
350,Bank Transfer,No,Yes,0,100,12000,42,Month-to-month,No,June,Male,29
351,Bank Transfer,No,Yes,0,190,11000,8,Month-to-month,No,June,Male,42
352,Electronic Check,No,Yes,0,90,5000,36,Month-to-month,No,June,Female,32
353,Mailed Check,No,Yes,0,150,1000,7,Month-to-month,No,June,Female,48
354,Electronic Check,No,Yes,0,140,8000,3,Month-to-month,No,June,Male,37
355,Mailed Check,No,Yes,0,160,6000,34,Month-to-month,No,June,Female,30
356,Electronic Check,No,Yes,0,160,3000,5,Month-to-month,No,June,Male,26
357,Electronic Check,No,Yes,0,190,10000,1,Month-to-month,No,June,Male,42
358,Mailed Check,No,Yes,0,170,13000,1,Month-to-month,No,June,Female,21
359,Bank Transfer,No,Yes,0,80,11000,1,Month-to-month,No,June,Female,36
360,Electronic Check,No,Yes,0,70,4000,14,Month-to-month,No,June,Male,36
361,Electronic Check,No,Yes,0,140,9000,1,Month-to-month,No,June,Male,57
362,Credit Card,No,Yes,0,180,9000,3,Month-to-month,No,June,Female,40
363,Electronic Check,No,Yes,0,70,3000,6,Month-to-month,No,June,Male,21
364,Credit Card,No,Yes,0,70,11000,3,Month-to-month,No,June,Female,33
365,Electronic Check,No,Yes,0,150,1000,7,Month-to-month,No,June,Female,37
366,Electronic Check,Yes,Yes,0,160,11000,68,One year,No,June,Female,46
367,Mailed Check,No,Yes,0,70,14000,15,Month-to-month,No,June,Male,41
368,Electronic Check,No,Yes,0,110,3000,8,Month-to-month,No,June,Male,50
369,Electronic Check,No,Yes,0,170,7000,2,Month-to-month,No,June,Male,40
370,Electronic Check,No,Yes,0,100,6000,10,Month-to-month,No,June,Male,31
371,Mailed Check,No,Yes,0,160,7000,1,Month-to-month,No,June,Female,21
372,Electronic Check,No,Yes,0,100,1000,1,Month-to-month,No,June,Male,29
373,Mailed Check,No,Yes,0,130,12000,1,Month-to-month,No,June,Male,35
374,Electronic Check,No,Yes,0,150,1000,7,Month-to-month,No,June,Male,27
375,Electronic Check,No,Yes,0,70,1000,1,Month-to-month,No,June,Male,28
376,Electronic Check,No,Yes,0,100,5000,3,Month-to-month,No,June,Male,49
377,Electronic Check,No,Yes,0,170,5000,7,Month-to-month,No,June,Female,51
378,Electronic Check,No,Yes,0,80,4000,1,Month-to-month,No,June,Female,36
379,Electronic Check,No,Yes,0,140,12000,1,Month-to-month,No,June,Male,34
380,Mailed Check,No,Yes,0,70,14000,1,Month-to-month,No,June,Female,55
381,Electronic Check,No,Yes,0,160,10000,27,Month-to-month,No,June,Female,24
382,Electronic Check,No,Yes,0,180,8000,24,Month-to-month,No,June,Male,30
383,Electronic Check,No,Yes,0,100,4000,5,Month-to-month,No,June,Male,26
384,Electronic Check,No,Yes,0,90,12000,3,Month-to-month,No,June,Female,22
385,Electronic Check,No,Yes,0,110,5000,1,Month-to-month,No,June,Male,36
386,Electronic Check,No,Yes,0,80,7000,1,Month-to-month,No,June,Male,30
387,Electronic Check,Yes,Yes,0,130,5000,12,One year,No,June,Female,37
388,Electronic Check,No,Yes,0,80,11000,53,Month-to-month,No,June,Female,40
389,Mailed Check,No,Yes,0,90,13000,13,Month-to-month,No,June,Female,42
390,Electronic Check,No,Yes,0,160,14000,10,Month-to-month,No,June,Male,37
391,Mailed Check,No,Yes,0,110,8000,1,Month-to-month,No,June,Male,43
392,Credit Card,Yes,Yes,0,170,7000,64,One year,No,June,Female,40
393,Electronic Check,Yes,Yes,0,190,1000,49,One year,No,June,Male,54
394,Bank Transfer,No,Yes,0,130,6000,5,Month-to-month,No,June,Female,34
395,Mailed Check,No,Yes,0,130,4000,1,Month-to-month,No,June,Female,31
396,Electronic Check,Yes,Yes,0,100,11000,43,One year,No,June,Male,43
397,Electronic Check,No,Yes,0,110,1000,10,Month-to-month,No,June,Female,43
398,Credit Card,No,Yes,0,160,1000,31,Month-to-month,No,June,Female,25
399,Electronic Check,No,Yes,0,150,12000,1,Month-to-month,No,June,Female,37
400,Electronic Check,No,Yes,0,180,1000,6,Month-to-month,No,June,Male,31
401,Bank Transfer,Yes,Yes,0,90,9000,46,One year,No,June,Male,39
402,Electronic Check,No,Yes,0,160,7000,28,Month-to-month,No,June,Female,56
403,Electronic Check,No,Yes,0,110,7000,21,Month-to-month,No,June,Female,30
404,Electronic Check,No,Yes,0,80,7000,2,Month-to-month,No,June,Male,41
405,Credit Card,Yes,Yes,0,140,1000,46,One year,No,June,Male,28
406,Bank Transfer,No,Yes,0,130,9000,7,Month-to-month,No,June,Male,25
407,Bank Transfer,No,Yes,0,70,2000,5,Month-to-month,No,June,Male,52
408,Electronic Check,No,Yes,0,110,9000,13,Month-to-month,No,June,Male,45
409,Bank Transfer,No,Yes,0,110,2000,4,Month-to-month,No,June,Female,52
410,Electronic Check,No,Yes,0,80,3000,5,Month-to-month,No,June,Female,42
411,Electronic Check,No,Yes,0,70,11000,5,Month-to-month,No,June,Female,30
412,Electronic Check,No,Yes,0,150,8000,3,Month-to-month,No,June,Female,60
413,Electronic Check,No,Yes,0,100,7000,11,Month-to-month,No,June,Female,46
414,Mailed Check,No,Yes,0,120,10000,1,Month-to-month,No,June,Female,42
415,Bank Transfer,No,Yes,0,120,5000,1,Month-to-month,No,June,Female,24
416,Electronic Check,No,Yes,0,80,13000,9,Month-to-month,No,June,Female,34
417,Electronic Check,No,Yes,0,110,8000,24,Month-to-month,No,June,Male,38
418,Electronic Check,No,Yes,0,160,2000,1,Month-to-month,No,June,Female,40
419,Electronic Check,No,Yes,0,70,6000,3,Month-to-month,No,June,Female,26
420,Electronic Check,No,Yes,0,190,14000,37,Month-to-month,No,June,Male,30
421,Electronic Check,No,Yes,0,110,4000,6,Month-to-month,No,June,Male,29
422,Electronic Check,No,Yes,0,180,8000,31,Month-to-month,No,June,Female,29
423,Bank Transfer,Yes,Yes,0,110,8000,19,One year,No,June,Male,19
424,Electronic Check,No,Yes,0,170,10000,24,Month-to-month,No,June,Female,30
425,Mailed Check,Yes,Yes,0,120,14000,59,Two years,Yes,July,Male,57
426,Electronic Check,No,Yes,0,140,10000,1,Month-to-month,No,July,Male,50
427,Electronic Check,No,Yes,0,130,13000,1,Month-to-month,No,July,Female,30
428,Electronic Check,No,Yes,0,120,2000,18,Month-to-month,No,July,Female,60
429,Credit Card,No,Yes,0,170,2000,9,Month-to-month,No,July,Female,47
430,Electronic Check,No,Yes,0,170,13000,1,Month-to-month,No,July,Male,46
431,Electronic Check,No,Yes,0,110,6000,1,Month-to-month,No,July,Male,35
432,Bank Transfer,No,Yes,0,180,6000,12,Month-to-month,No,July,Female,54
433,Bank Transfer,No,Yes,0,150,12000,56,Month-to-month,No,July,Male,34
434,Electronic Check,Yes,Yes,0,160,7000,65,One year,No,July,Female,46
435,Electronic Check,No,Yes,0,100,12000,3,Month-to-month,No,July,Male,31
436,Electronic Check,Yes,Yes,0,150,1000,66,One year,No,July,Male,33
437,Mailed Check,No,Yes,0,100,2000,12,Month-to-month,No,July,Male,33
438,Electronic Check,No,Yes,0,130,1000,37,Month-to-month,No,July,Male,30
439,Bank Transfer,No,Yes,0,180,10000,68,Month-to-month,No,July,Male,35
440,Credit Card,No,Yes,0,110,9000,66,Month-to-month,No,July,Male,31
441,Electronic Check,No,Yes,0,90,11000,4,Month-to-month,No,July,Female,34
442,Electronic Check,No,Yes,0,170,3000,4,Month-to-month,No,July,Male,42
443,Electronic Check,Yes,Yes,0,180,3000,61,Two years,Yes,July,Male,36
444,Electronic Check,No,Yes,0,120,7000,36,Month-to-month,No,July,Male,22
445,Electronic Check,Yes,Yes,0,90,2000,43,One year,No,July,Female,48
446,Bank Transfer,No,Yes,0,180,3000,37,Month-to-month,No,July,Female,55
447,Credit Card,No,Yes,0,120,6000,7,Month-to-month,No,July,Male,41
448,Electronic Check,No,Yes,0,190,11000,7,Month-to-month,No,July,Male,35
449,Electronic Check,No,Yes,0,140,1000,4,Month-to-month,No,July,Female,40
450,Electronic Check,No,Yes,0,100,12000,7,Month-to-month,No,July,Female,39
451,Electronic Check,No,Yes,0,190,10000,3,Month-to-month,No,July,Male,31
452,Mailed Check,No,Yes,0,160,1000,1,Month-to-month,No,July,Male,42
453,Electronic Check,No,Yes,0,180,1000,2,Month-to-month,No,July,Male,45
454,Electronic Check,No,Yes,0,110,13000,40,Month-to-month,No,July,Female,26
455,Bank Transfer,No,Yes,0,170,4000,9,Month-to-month,No,July,Male,29
456,Electronic Check,No,Yes,0,130,14000,1,Month-to-month,No,July,Female,33
457,Credit Card,No,Yes,0,140,6000,18,Month-to-month,No,July,Male,31
458,Credit Card,No,Yes,0,90,1000,3,Month-to-month,No,July,Male,18
459,Electronic Check,No,Yes,0,70,12000,4,Month-to-month,No,July,Male,40
460,Electronic Check,No,Yes,0,110,14000,1,Month-to-month,No,July,Female,41
461,Electronic Check,No,Yes,0,70,1000,1,Month-to-month,No,July,Male,26
462,Electronic Check,Yes,Yes,0,100,7000,55,One year,No,July,Female,35
463,Credit Card,No,Yes,0,70,14000,2,Month-to-month,No,July,Male,34
464,Mailed Check,No,Yes,0,80,12000,7,Month-to-month,No,July,Male,26
465,Electronic Check,No,Yes,0,190,9000,1,Month-to-month,No,July,Female,37
466,Bank Transfer,No,Yes,0,170,10000,25,Month-to-month,No,July,Female,46
467,Mailed Check,No,Yes,0,140,7000,7,Month-to-month,No,July,Female,41
468,Electronic Check,No,Yes,0,110,6000,6,Month-to-month,No,July,Male,37
469,Electronic Check,No,Yes,0,90,14000,1,Month-to-month,No,July,Male,52
470,Credit Card,No,Yes,0,130,13000,38,Month-to-month,No,July,Male,32
471,Bank Transfer,No,Yes,0,150,14000,41,Month-to-month,No,July,Male,24
472,Electronic Check,No,Yes,0,70,11000,10,Month-to-month,No,July,Female,38
473,Electronic Check,No,Yes,0,140,11000,10,Month-to-month,No,July,Female,37
474,Mailed Check,No,Yes,0,80,13000,1,Month-to-month,No,July,Male,49
475,Electronic Check,No,Yes,0,70,1000,1,Month-to-month,No,July,Male,24
476,Electronic Check,No,Yes,0,70,5000,30,Month-to-month,No,July,Male,26
477,Electronic Check,No,Yes,0,180,1000,6,Month-to-month,No,July,Male,24
478,Electronic Check,No,Yes,0,80,3000,3,Month-to-month,No,July,Male,50
479,Electronic Check,No,Yes,0,100,11000,52,Month-to-month,No,July,Male,25
480,Electronic Check,No,Yes,0,90,3000,17,Month-to-month,No,July,Female,24
481,Electronic Check,No,Yes,0,70,5000,7,Month-to-month,No,July,Male,30
482,Electronic Check,No,Yes,0,170,14000,4,Month-to-month,No,July,Male,34
483,Mailed Check,No,Yes,0,90,12000,1,Month-to-month,No,July,Male,31
484,Bank Transfer,No,Yes,0,110,6000,32,Month-to-month,No,July,Male,35
485,Electronic Check,No,Yes,0,100,4000,6,Month-to-month,No,July,Male,31
486,Bank Transfer,No,Yes,0,180,5000,11,Month-to-month,No,July,Female,27
487,Mailed Check,No,Yes,0,140,3000,12,Month-to-month,No,July,Male,37
488,Electronic Check,No,Yes,0,180,2000,1,Month-to-month,No,July,Female,20
489,Mailed Check,No,Yes,0,70,3000,4,Month-to-month,No,July,Female,42
490,Electronic Check,No,Yes,0,90,12000,7,Month-to-month,No,July,Male,43
491,Credit Card,No,Yes,0,130,3000,22,Month-to-month,No,July,Female,38
492,Bank Transfer,No,Yes,0,120,9000,1,Month-to-month,No,July,Male,43
493,Bank Transfer,No,Yes,0,110,3000,10,Month-to-month,No,July,Female,48
494,Electronic Check,No,Yes,0,160,5000,19,Month-to-month,No,July,Female,44
495,Bank Transfer,No,Yes,0,110,8000,22,Month-to-month,No,July,Female,34
496,Mailed Check,No,Yes,0,90,11000,8,Month-to-month,No,July,Male,27
497,Electronic Check,No,Yes,0,110,9000,1,Month-to-month,No,July,Male,21
498,Electronic Check,Yes,Yes,0,80,14000,7,One year,No,July,Male,44
499,Electronic Check,Yes,Yes,0,80,11000,62,One year,No,July,Male,22
500,Electronic Check,No,Yes,0,80,9000,4,Month-to-month,No,July,Male,33
501,Electronic Check,No,Yes,0,160,12000,43,Month-to-month,No,July,Female,32
502,Electronic Check,No,Yes,0,120,5000,6,Month-to-month,No,July,Female,30
503,Mailed Check,No,Yes,0,100,10000,5,Month-to-month,No,July,Female,53
504,Electronic Check,No,Yes,0,150,12000,1,Month-to-month,No,July,Male,34
505,Mailed Check,Yes,Yes,0,150,10000,17,One year,No,July,Female,45
506,Mailed Check,No,Yes,0,110,8000,6,Month-to-month,No,July,Female,26
507,Mailed Check,No,Yes,0,80,6000,1,Month-to-month,No,July,Male,37
508,Electronic Check,Yes,Yes,0,170,8000,67,One year,No,July,Female,29
509,Electronic Check,No,Yes,0,190,1000,17,Month-to-month,No,July,Male,35
510,Mailed Check,No,Yes,0,120,4000,3,Month-to-month,No,July,Male,33
511,Electronic Check,No,Yes,0,80,5000,1,Month-to-month,No,July,Male,54
512,Electronic Check,No,Yes,0,110,3000,38,Month-to-month,No,July,Male,36
513,Credit Card,No,Yes,0,130,2000,2,Month-to-month,No,July,Male,27
514,Mailed Check,No,Yes,0,120,4000,12,Month-to-month,No,July,Male,20
515,Mailed Check,Yes,Yes,0,100,2000,12,One year,No,July,Male,33
516,Electronic Check,No,Yes,0,90,14000,21,Month-to-month,No,July,Male,35
517,Bank Transfer,No,Yes,0,160,5000,35,Month-to-month,No,July,Male,23
518,Electronic Check,No,Yes,0,90,14000,50,Month-to-month,No,July,Male,25
519,Bank Transfer,No,Yes,0,110,9000,37,Month-to-month,No,July,Female,38
520,Credit Card,No,Yes,0,170,14000,41,Month-to-month,No,July,Male,29
521,Electronic Check,No,Yes,0,170,2000,10,Month-to-month,No,July,Male,48
522,Credit Card,Yes,Yes,0,130,8000,66,One year,No,July,Female,27
523,Mailed Check,No,Yes,0,130,1000,1,Month-to-month,No,July,Male,37
524,Credit Card,No,Yes,0,110,12000,1,Month-to-month,No,July,Male,50
525,Electronic Check,No,Yes,0,190,8000,34,Month-to-month,No,July,Female,34
526,Electronic Check,No,Yes,0,170,3000,16,Month-to-month,No,July,Female,24
527,Bank Transfer,No,Yes,0,130,11000,29,Month-to-month,No,July,Female,39
528,Electronic Check,No,Yes,0,130,11000,1,Month-to-month,No,July,Male,32
529,Mailed Check,No,Yes,0,120,11000,3,Month-to-month,No,July,Male,50
530,Electronic Check,No,Yes,0,120,14000,1,Month-to-month,No,July,Female,38
531,Bank Transfer,No,Yes,0,160,1000,1,Month-to-month,No,July,Female,27
532,Electronic Check,No,Yes,0,120,11000,1,Month-to-month,No,July,Female,32
533,Electronic Check,No,Yes,0,70,2000,2,Month-to-month,No,July,Male,47
534,Electronic Check,No,Yes,0,130,7000,3,Month-to-month,No,July,Male,40
535,Credit Card,No,Yes,0,170,6000,15,Month-to-month,No,July,Male,53
536,Electronic Check,No,Yes,0,170,12000,7,Month-to-month,No,July,Male,41
537,Electronic Check,No,Yes,0,130,10000,17,Month-to-month,No,July,Male,60
538,Electronic Check,No,Yes,0,130,2000,1,Month-to-month,No,July,Male,27
539,Electronic Check,No,Yes,0,170,6000,2,Month-to-month,No,July,Male,41
540,Electronic Check,No,Yes,0,140,7000,14,Month-to-month,No,July,Male,50
541,Electronic Check,No,Yes,0,180,7000,30,Month-to-month,No,July,Female,28
542,Bank Transfer,Yes,Yes,0,190,4000,53,One year,No,July,Female,36
543,Electronic Check,No,Yes,0,150,8000,7,Month-to-month,No,July,Female,38
544,Electronic Check,Yes,Yes,0,140,11000,68,One year,No,July,Male,44
545,Electronic Check,No,Yes,0,70,8000,3,Month-to-month,No,July,Female,47
546,Bank Transfer,No,Yes,0,150,13000,5,Month-to-month,No,July,Male,30
547,Electronic Check,No,Yes,0,190,3000,31,Month-to-month,No,July,Male,29
548,Electronic Check,Yes,Yes,0,160,6000,62,One year,No,July,Male,42
549,Electronic Check,No,Yes,0,100,2000,2,Month-to-month,No,July,Male,43
550,Mailed Check,No,Yes,0,160,8000,1,Month-to-month,No,July,Female,34
551,Bank Transfer,No,Yes,0,100,13000,12,Month-to-month,No,July,Male,23
552,Electronic Check,No,Yes,0,170,3000,17,Month-to-month,No,July,Female,39
553,Electronic Check,No,Yes,0,130,11000,54,Month-to-month,No,July,Male,56
554,Electronic Check,No,Yes,0,110,6000,20,Month-to-month,No,July,Female,40
555,Electronic Check,No,Yes,0,190,8000,20,Month-to-month,No,July,Female,27
556,Mailed Check,No,Yes,0,70,2000,11,Month-to-month,No,July,Male,29
557,Bank Transfer,No,Yes,0,70,10000,7,Month-to-month,No,July,Male,53
558,Electronic Check,No,Yes,0,140,2000,3,Month-to-month,No,July,Female,35
559,Bank Transfer,No,Yes,0,130,14000,4,Month-to-month,No,July,Male,32
560,Electronic Check,No,Yes,0,170,1000,1,Month-to-month,No,July,Male,38
561,Electronic Check,No,Yes,0,80,14000,1,Month-to-month,No,July,Female,34
562,Bank Transfer,No,Yes,0,140,6000,32,Month-to-month,No,July,Male,52
563,Credit Card,No,Yes,0,170,12000,19,Month-to-month,No,July,Male,33
564,Electronic Check,No,Yes,0,100,6000,50,Month-to-month,No,July,Female,25
565,Electronic Check,No,Yes,0,90,12000,35,Month-to-month,No,July,Male,45
566,Credit Card,No,Yes,0,130,14000,24,Month-to-month,No,July,Male,23
567,Electronic Check,No,Yes,0,160,6000,4,Month-to-month,No,July,Female,47
568,Mailed Check,No,Yes,0,120,1000,6,Month-to-month,No,July,Male,34
569,Electronic Check,No,Yes,0,180,5000,11,Month-to-month,No,July,Male,55
570,Electronic Check,No,Yes,0,140,12000,20,Month-to-month,No,July,Male,36
571,Mailed Check,No,Yes,0,110,12000,13,Month-to-month,No,July,Male,52
572,Electronic Check,Yes,Yes,0,70,1000,50,Two years,Yes,July,Female,26
573,Mailed Check,No,Yes,0,160,10000,1,Month-to-month,No,July,Female,29
574,Electronic Check,No,Yes,0,130,7000,36,Month-to-month,No,July,Male,26
575,Electronic Check,No,Yes,0,140,5000,44,Month-to-month,No,July,Female,34
576,Bank Transfer,No,Yes,0,110,6000,40,Month-to-month,No,July,Female,54
577,Electronic Check,No,Yes,0,100,3000,8,Month-to-month,No,July,Male,27
578,Mailed Check,No,Yes,0,90,6000,8,Month-to-month,No,July,Female,37
579,Mailed Check,No,Yes,0,190,4000,1,Month-to-month,No,July,Female,38
580,Bank Transfer,Yes,Yes,0,150,1000,72,One year,No,July,Female,34
581,Bank Transfer,Yes,Yes,0,90,12000,68,Two years,Yes,July,Female,35
582,Electronic Check,No,Yes,0,70,11000,2,Month-to-month,No,July,Male,30
583,Electronic Check,No,Yes,0,140,14000,22,Month-to-month,No,July,Female,40
584,Credit Card,No,Yes,0,80,14000,3,Month-to-month,No,July,Female,34
585,Electronic Check,No,Yes,0,190,11000,10,Month-to-month,No,July,Male,42
586,Electronic Check,No,Yes,0,80,6000,8,Month-to-month,No,August,Male,23
587,Electronic Check,No,Yes,0,100,12000,1,Month-to-month,No,August,Male,24
588,Electronic Check,No,Yes,0,160,11000,10,Month-to-month,No,August,Female,52
589,Electronic Check,No,Yes,0,80,3000,50,Month-to-month,No,August,Male,50
590,Electronic Check,No,Yes,0,150,1000,4,Month-to-month,No,August,Female,29
591,Mailed Check,No,Yes,0,180,3000,1,Month-to-month,No,August,Male,33
592,Mailed Check,No,Yes,0,120,6000,17,Month-to-month,No,August,Female,33
593,Credit Card,Yes,Yes,0,140,12000,53,One year,No,August,Female,47
594,Electronic Check,No,Yes,0,100,12000,50,Month-to-month,No,August,Female,36
595,Electronic Check,No,Yes,0,180,11000,53,Month-to-month,No,August,Male,29
596,Electronic Check,No,Yes,0,140,5000,13,Month-to-month,No,August,Male,58
597,Electronic Check,No,Yes,0,190,2000,26,Month-to-month,No,August,Female,35
598,Bank Transfer,Yes,Yes,0,130,5000,55,Two years,Yes,August,Female,42
599,Electronic Check,No,Yes,0,140,3000,4,Month-to-month,No,August,Male,28
600,Mailed Check,No,Yes,0,160,2000,1,Month-to-month,No,August,Male,36
601,Electronic Check,No,Yes,0,130,14000,2,Month-to-month,No,August,Female,32
602,Electronic Check,No,Yes,0,100,13000,1,Month-to-month,No,August,Male,40
603,Credit Card,No,Yes,0,70,13000,15,Month-to-month,No,August,Female,30
604,Bank Transfer,No,Yes,0,160,7000,40,Month-to-month,No,August,Female,45
605,Bank Transfer,No,Yes,0,80,1000,4,Month-to-month,No,August,Male,42
606,Credit Card,No,Yes,0,160,3000,9,Month-to-month,No,August,Male,38
607,Credit Card,No,Yes,0,160,12000,2,Month-to-month,No,August,Female,34
608,Electronic Check,No,Yes,0,160,14000,2,Month-to-month,No,August,Female,49
609,Mailed Check,No,Yes,0,70,13000,7,Month-to-month,No,August,Male,55
610,Mailed Check,No,Yes,0,130,3000,1,Month-to-month,No,August,Male,43
611,Bank Transfer,Yes,Yes,0,160,10000,22,One year,No,August,Male,27
612,Mailed Check,No,Yes,0,70,6000,5,Month-to-month,No,August,Male,35
613,Mailed Check,No,Yes,0,140,1000,1,Month-to-month,No,August,Female,28
614,Mailed Check,No,Yes,0,150,11000,1,Month-to-month,No,August,Male,34
615,Electronic Check,No,Yes,0,80,6000,21,Month-to-month,No,August,Female,26
616,Electronic Check,No,Yes,0,70,13000,14,Month-to-month,No,August,Male,27
617,Electronic Check,No,Yes,0,170,1000,12,Month-to-month,No,August,Female,51
618,Credit Card,No,Yes,0,150,4000,45,Month-to-month,No,August,Male,44
619,Mailed Check,No,Yes,0,90,14000,2,Month-to-month,No,August,Male,25
620,Electronic Check,No,Yes,0,130,8000,16,Month-to-month,No,August,Male,33
621,Credit Card,No,Yes,0,110,5000,3,Month-to-month,No,August,Female,35
622,Credit Card,No,Yes,0,90,2000,9,Month-to-month,No,August,Male,36
623,Mailed Check,No,Yes,0,110,10000,7,Month-to-month,No,August,Male,32
