PaperlessBilling,MultipleLines,Set,gender,InternetService,SeniorCitizen,MonthlyCharges,TotalCharges,tenure,Churn,Contract,customerID,Dependents,DeviceProtection,OnlineBackup,OnlineSecurity,Partner,PaymentMethod,PhoneService,StreamingMovies,StreamingTV,TechSupport
Yes,Yes,Train,Male,DSL,0,73.90,3958.25,53,No,Two year,4648-YPBTM,No,Yes,Yes,No,No,Bank transfer (automatic),Yes,Yes,No,Yes
No,No,Train,Female,No,0,20.60,233.90,11,No,One year,2907-ILJBN,Yes,No internet service,No internet service,No internet service,Yes,Mailed check,Yes,No internet service,No internet service,No internet service
No,No,Train,Male,No,0,19.90,1363.45,69,No,Two year,6345-FZOQH,No,No internet service,No internet service,No internet service,Yes,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,No,Train,Female,Fiber optic,0,70.90,273.00,4,Yes,Month-to-month,3376-BMGFE,No,No,No,No,No,Bank transfer (automatic),Yes,No,No,No
Yes,Yes,Train,Male,DSL,0,89.05,6254.45,72,No,Two year,5997-OPVFA,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes
Yes,No phone service,Train,Male,DSL,1,45.30,2651.20,58,Yes,Month-to-month,3445-HXXGF,No,Yes,Yes,No,Yes,Electronic check,No,Yes,No,No
No,No,Train,Female,No,0,20.40,321.40,16,No,Month-to-month,1159-WFSGR,Yes,No internet service,No internet service,No internet service,Yes,Electronic check,Yes,No internet service,No internet service,No internet service
Yes,No,Train,Male,Fiber optic,0,84.25,3539.25,43,No,One year,7654-YWJUF,No,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,No,No,Yes
Yes,Yes,Train,Female,Fiber optic,0,104.40,242.80,2,Yes,Month-to-month,1875-QIVME,No,Yes,No,No,Yes,Electronic check,Yes,Yes,Yes,Yes
No,No,Test,Male,DSL,0,81.95,1181.75,14,No,Two year,6727-IOTLZ,No,Yes,Yes,No,Yes,Mailed check,Yes,Yes,Yes,Yes
Yes,No,Train,Female,Fiber optic,0,94.85,5000.20,53,Yes,One year,0691-JVSYA,No,Yes,No,No,Yes,Bank transfer (automatic),Yes,Yes,Yes,No
No,No,Test,Female,No,0,20.55,654.55,32,No,One year,5918-VUKWP,No,No internet service,No internet service,No internet service,No,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
No,Yes,Train,Female,No,0,24.70,780.20,34,No,Month-to-month,1744-JHKYS,No,No internet service,No internet service,No internet service,Yes,Electronic check,Yes,No internet service,No internet service,No internet service
Yes,Yes,Train,Female,Fiber optic,1,74.45,1145.70,15,Yes,Month-to-month,2656-FMOKZ,No,No,No,No,No,Mailed check,Yes,No,No,No
No,No,Train,Female,Fiber optic,1,76.45,503.60,7,Yes,Month-to-month,2070-FNEXE,No,No,No,Yes,No,Bank transfer (automatic),Yes,No,No,No
Yes,Yes,Test,Female,Fiber optic,0,105.35,1559.25,15,No,Month-to-month,5947-SGKCL,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,Yes,Yes,No
Yes,No,Test,Male,No,0,20.55,1252.00,61,No,One year,3712-PKXZA,No,No internet service,No internet service,No internet service,Yes,Credit card (automatic),Yes,No internet service,No internet service,No internet service
No,No phone service,Test,Female,DSL,0,29.95,29.95,1,Yes,Month-to-month,6317-YPKDH,No,No,Yes,No,No,Bank transfer (automatic),No,No,No,No
No,No,Train,Female,DSL,0,45.30,45.30,1,No,Month-to-month,6582-OIVSP,No,No,No,No,No,Mailed check,Yes,No,No,No
No,Yes,Train,Male,Fiber optic,0,84.50,662.65,8,Yes,Month-to-month,9367-WXLCH,No,No,No,No,No,Bank transfer (automatic),Yes,Yes,No,No
No,No,Train,Male,DSL,0,74.75,2453.30,33,No,One year,5524-KHNJP,Yes,Yes,No,Yes,Yes,Credit card (automatic),Yes,Yes,Yes,No
Yes,No,Train,Female,Fiber optic,0,79.25,1111.65,13,Yes,Month-to-month,1918-ZBFQJ,No,Yes,Yes,No,No,Electronic check,Yes,No,No,No
Yes,No phone service,Train,Female,DSL,0,24.80,24.80,1,Yes,Month-to-month,1024-GUALD,No,No,No,No,Yes,Electronic check,No,No,No,No
Yes,No,Train,Male,DSL,0,51.80,1023.85,20,No,Month-to-month,4827-USJHP,No,No,Yes,No,No,Mailed check,Yes,No,No,No
No,No phone service,Test,Male,DSL,0,30.40,82.15,3,No,Month-to-month,8167-GJLRN,No,No,No,No,No,Electronic check,No,No,No,Yes
No,No,Train,Female,No,0,19.65,244.80,13,No,One year,0956-SYCWG,No,No internet service,No internet service,No internet service,No,Electronic check,Yes,No internet service,No internet service,No internet service
No,Yes,Train,Female,DSL,0,56.60,2379.10,40,No,Month-to-month,8017-UVSZU,No,No,Yes,No,Yes,Credit card (automatic),Yes,No,No,No
Yes,Yes,Train,Male,DSL,0,71.90,3173.35,43,No,One year,7100-FQPRV,Yes,No,No,Yes,Yes,Credit card (automatic),Yes,Yes,No,Yes
Yes,No,Train,Male,Fiber optic,0,91.00,531.00,6,Yes,Month-to-month,2472-OVKUP,No,Yes,Yes,No,Yes,Electronic check,Yes,Yes,No,No
No,No,Test,Female,No,0,19.75,1375.40,69,No,Two year,2984-RGEYA,Yes,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
No,Yes,Train,Female,Fiber optic,0,109.70,8129.30,72,No,Two year,9680-NIAUV,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,Yes,Yes,No
No,No,Train,Male,No,0,19.30,1192.70,59,No,Two year,2146-EGVDT,Yes,No internet service,No internet service,No internet service,Yes,Credit card (automatic),Yes,No internet service,No internet service,No internet service
Yes,No,Test,Female,Fiber optic,0,96.55,1901.65,20,No,Month-to-month,2604-IJPDU,No,No,Yes,Yes,Yes,Electronic check,Yes,No,Yes,Yes
Yes,Yes,Train,Male,No,0,24.10,587.40,24,No,Two year,9178-JHUVJ,Yes,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
Yes,Yes,Train,Male,Fiber optic,0,111.35,6519.75,59,No,Month-to-month,6168-YBYNP,No,Yes,Yes,No,No,Electronic check,Yes,Yes,Yes,Yes
Yes,Yes,Test,Male,Fiber optic,0,112.25,8041.65,72,No,Two year,7255-SSFBC,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes
No,No,Train,Male,No,0,20.75,20.75,1,No,Month-to-month,3645-DEYGF,Yes,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,No,Test,Female,Fiber optic,0,101.90,2681.15,27,No,One year,9323-HGFWY,No,No,No,Yes,Yes,Credit card (automatic),Yes,Yes,Yes,Yes
Yes,No,Test,Female,Fiber optic,0,80.05,1112.30,14,No,Month-to-month,8544-GOQSH,No,No,Yes,No,No,Credit card (automatic),Yes,No,No,Yes
No,Yes,Train,Male,Fiber optic,0,105.55,7405.50,71,No,Two year,3363-DTIVD,Yes,Yes,No,Yes,Yes,Electronic check,Yes,Yes,Yes,No
Yes,No,Test,Male,Fiber optic,0,78.30,1033.95,13,No,Month-to-month,7018-WBJNK,Yes,No,No,No,No,Credit card (automatic),Yes,No,Yes,No
No,No,Train,Male,Fiber optic,0,68.85,2958.95,44,No,Month-to-month,9142-KZXOP,No,No,No,No,No,Credit card (automatic),Yes,No,No,No
Yes,No,Test,Female,Fiber optic,0,79.95,2684.85,33,No,One year,7674-YTAFD,No,No,Yes,No,No,Bank transfer (automatic),Yes,No,No,Yes
Yes,No phone service,Train,Male,DSL,0,55.45,4179.20,72,No,Two year,6348-SNFUS,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),No,Yes,No,Yes
No,No,Test,Male,Fiber optic,0,79.90,79.90,1,Yes,Month-to-month,1285-OKIPP,No,No,No,No,No,Electronic check,Yes,Yes,No,No
Yes,No,Train,Female,Fiber optic,0,106.60,1934.45,19,Yes,Month-to-month,7825-ECJRF,No,Yes,No,Yes,No,Electronic check,Yes,Yes,Yes,Yes
Yes,No,Train,Male,Fiber optic,0,102.45,6654.10,64,No,One year,1347-KTTTA,No,Yes,Yes,No,Yes,Credit card (automatic),Yes,Yes,Yes,Yes
Yes,No,Train,Male,DSL,0,46.00,84.50,2,Yes,Month-to-month,7841-TZDMQ,No,No,No,No,No,Credit card (automatic),Yes,No,No,No
No,No phone service,Train,Female,DSL,0,25.25,25.25,1,No,Month-to-month,4195-NZGTA,No,No,No,No,No,Electronic check,No,No,No,No
No,No,Train,Male,No,0,19.75,1124.20,61,No,Two year,7157-SMCFK,Yes,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
No,No,Test,Female,No,0,20.00,540.05,29,No,One year,4709-LKHYG,Yes,No internet service,No internet service,No internet service,Yes,Electronic check,Yes,No internet service,No internet service,No internet service
No,Yes,Test,Male,Fiber optic,1,86.80,1975.85,23,No,Month-to-month,2504-DSHIH,No,No,No,No,Yes,Electronic check,Yes,Yes,No,No
Yes,No phone service,Train,Female,DSL,0,58.75,3437.45,57,No,Month-to-month,0699-NDKJM,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),No,Yes,Yes,No
No,No phone service,Train,Male,DSL,0,45.25,3139.80,72,No,Two year,9286-BHDQG,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),No,No,No,Yes
Yes,No phone service,Train,Male,DSL,0,56.60,3789.20,66,No,Two year,0230-WEQUW,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),No,No,Yes,Yes
Yes,Yes,Test,Male,DSL,0,84.20,5324.50,65,No,Two year,2040-LDIWQ,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes
Yes,No,Test,Female,Fiber optic,0,80.00,624.60,8,No,Month-to-month,6496-JDSSB,No,No,No,No,No,Bank transfer (automatic),Yes,No,Yes,No
Yes,No,Test,Female,Fiber optic,0,70.15,268.35,4,Yes,Month-to-month,9408-SSNVZ,No,No,No,No,No,Electronic check,Yes,No,No,No
No,Yes,Train,Female,No,0,24.75,1836.90,71,No,Two year,4443-EMBNA,No,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
Yes,No,Test,Male,No,0,20.20,20.20,1,No,One year,6469-MRVET,Yes,No internet service,No internet service,No internet service,Yes,Electronic check,Yes,No internet service,No internet service,No internet service
No,No,Test,Male,DSL,0,50.05,179.35,4,Yes,Month-to-month,0742-MOABM,No,No,No,No,Yes,Mailed check,Yes,No,No,Yes
Yes,No,Train,Female,No,0,19.35,219.35,12,No,One year,5961-VUSRV,No,No internet service,No internet service,No internet service,No,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
Yes,No phone service,Train,Male,DSL,0,50.60,1288.75,24,No,One year,6778-JFCMK,No,No,No,Yes,No,Mailed check,No,Yes,Yes,No
Yes,No,Test,Female,DSL,0,81.15,2545.75,31,No,One year,6341-JVQGF,Yes,Yes,No,Yes,Yes,Mailed check,Yes,Yes,Yes,Yes
No,No,Train,Female,DSL,0,55.20,55.20,1,Yes,Month-to-month,2232-DMLXU,No,No,No,No,Yes,Mailed check,Yes,No,Yes,No
Yes,Yes,Train,Male,Fiber optic,0,89.90,2723.15,30,No,Month-to-month,4811-JBUVU,No,No,No,No,No,Credit card (automatic),Yes,Yes,No,Yes
Yes,Yes,Test,Female,DSL,0,85.30,4107.25,47,No,Two year,0945-TSONX,Yes,No,Yes,Yes,Yes,Credit card (automatic),Yes,Yes,Yes,Yes
Yes,Yes,Test,Male,Fiber optic,0,108.00,5760.65,54,No,Two year,2651-ZCBXV,No,No,Yes,Yes,No,Credit card (automatic),Yes,Yes,Yes,Yes
Yes,No,Train,Male,Fiber optic,0,93.50,4747.50,50,No,Month-to-month,3316-UWXUY,No,No,Yes,Yes,No,Credit card (automatic),Yes,Yes,No,Yes
Yes,No,Train,Male,Fiber optic,0,84.60,84.60,1,Yes,Month-to-month,8937-RDTHP,No,No,No,Yes,No,Mailed check,Yes,Yes,No,No
No,No,Train,Female,No,0,20.25,1566.90,72,No,Two year,7083-MIOPC,No,No internet service,No internet service,No internet service,No,Credit card (automatic),Yes,No internet service,No internet service,No internet service
No,Yes,Train,Female,No,0,25.15,702.00,29,No,Month-to-month,1984-GPTEH,No,No internet service,No internet service,No internet service,No,Electronic check,Yes,No internet service,No internet service,No internet service
Yes,Yes,Test,Male,DSL,0,54.40,114.10,2,Yes,Month-to-month,1251-KRREG,No,No,Yes,No,No,Mailed check,Yes,No,No,No
Yes,No phone service,Train,Female,DSL,0,29.60,299.05,10,No,Two year,0621-JFHOL,No,No,No,No,No,Mailed check,No,No,No,Yes
Yes,Yes,Test,Male,Fiber optic,0,73.15,1305.95,18,No,Month-to-month,9903-LYSAB,No,No,No,No,Yes,Electronic check,Yes,No,No,No
Yes,No,Train,Female,Fiber optic,1,95.00,1120.30,11,Yes,Month-to-month,0094-OIFMO,No,No,Yes,No,No,Electronic check,Yes,Yes,Yes,No
No,No,Train,Male,No,0,19.75,284.35,16,No,Two year,9227-UAQFT,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
No,Yes,Train,Female,DSL,0,86.60,6350.50,72,No,Two year,7301-ABVAD,No,Yes,Yes,No,No,Bank transfer (automatic),Yes,Yes,Yes,Yes
No,Yes,Train,Male,Fiber optic,0,109.20,7878.30,72,No,Two year,6614-FHDBO,No,Yes,Yes,No,No,Bank transfer (automatic),Yes,Yes,Yes,Yes
Yes,No,Test,Female,DSL,0,74.70,3187.65,41,No,One year,7576-ASEJU,Yes,No,No,Yes,Yes,Credit card (automatic),Yes,Yes,Yes,Yes
No,No,Train,Female,Fiber optic,1,94.40,6126.15,65,No,Month-to-month,9058-HRZSV,No,Yes,Yes,Yes,Yes,Electronic check,Yes,Yes,No,No
Yes,No,Train,Female,DSL,1,54.80,731.30,13,No,Month-to-month,4522-AKYLR,No,Yes,Yes,No,No,Electronic check,Yes,No,No,No
No,No,Train,Male,Fiber optic,1,75.35,273.40,4,No,Month-to-month,0221-WMXNQ,No,No,No,Yes,No,Electronic check,Yes,No,No,No
No,Yes,Train,Male,DSL,0,65.00,2531.80,41,No,One year,0303-UNCIP,No,Yes,No,No,No,Mailed check,Yes,Yes,No,No
Yes,No,Train,Male,Fiber optic,1,74.40,1074.30,15,Yes,Month-to-month,9947-OTFQU,No,No,Yes,No,No,Electronic check,Yes,No,No,No
Yes,No,Train,Male,DSL,0,48.55,48.55,1,Yes,Month-to-month,0322-YINQP,No,No,No,Yes,No,Mailed check,Yes,No,No,No
Yes,Yes,Train,Male,Fiber optic,0,99.00,4298.45,42,No,One year,0959-WHOKV,No,Yes,Yes,Yes,No,Electronic check,Yes,Yes,No,No
Yes,No,Train,Female,Fiber optic,0,93.50,4619.55,51,No,One year,4075-JFPGR,No,Yes,Yes,Yes,Yes,Electronic check,Yes,No,Yes,No
No,No,Train,Female,Fiber optic,0,70.40,147.15,2,Yes,Month-to-month,4629-NRXKX,Yes,No,No,No,Yes,Electronic check,Yes,No,No,No
No,No phone service,Test,Male,DSL,1,40.20,40.20,1,Yes,Month-to-month,9514-JDSKI,No,No,Yes,No,Yes,Electronic check,No,No,Yes,No
No,Yes,Train,Male,DSL,0,83.70,2633.30,32,No,One year,3282-ZISZV,Yes,Yes,Yes,No,No,Credit card (automatic),Yes,Yes,Yes,Yes
Yes,No,Train,Male,No,0,19.85,193.05,10,No,Month-to-month,3675-YDUPJ,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,No phone service,Test,Female,DSL,0,59.55,4103.90,67,No,Two year,4111-BNXIF,Yes,Yes,Yes,No,Yes,Electronic check,No,Yes,Yes,Yes
No,Yes,Train,Female,Fiber optic,0,115.10,7008.15,61,No,Two year,7017-VFHAY,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,Yes,Yes,Yes
No,Yes,Train,Male,Fiber optic,0,114.35,5791.10,50,No,One year,6655-LHBYW,No,Yes,Yes,Yes,No,Credit card (automatic),Yes,Yes,Yes,Yes
Yes,No,Train,Female,DSL,0,44.60,80.55,2,Yes,Month-to-month,4959-JOSRX,No,No,No,No,Yes,Credit card (automatic),Yes,No,No,No
Yes,No phone service,Train,Female,DSL,1,45.00,1228.65,29,No,Month-to-month,5046-NUHWD,No,Yes,No,Yes,Yes,Electronic check,No,Yes,No,No
Yes,No phone service,Train,Male,DSL,1,41.15,132.20,3,Yes,Month-to-month,7273-TEFQD,No,Yes,No,No,No,Electronic check,No,Yes,No,No
Yes,Yes,Train,Male,Fiber optic,1,106.90,1364.30,13,Yes,Month-to-month,3606-TWKGI,No,Yes,Yes,No,No,Electronic check,Yes,Yes,Yes,No
Yes,Yes,Train,Male,Fiber optic,1,89.85,4925.35,57,No,Month-to-month,7529-ZDFXI,No,No,Yes,No,Yes,Electronic check,Yes,Yes,No,No
Yes,No phone service,Train,Female,DSL,0,49.85,1520.10,31,No,Two year,7605-BDWDC,No,No,Yes,Yes,No,Bank transfer (automatic),No,Yes,No,Yes
No,Yes,Test,Female,Fiber optic,0,113.30,5032.25,45,No,One year,1950-KSVVJ,No,Yes,Yes,Yes,Yes,Mailed check,Yes,Yes,Yes,Yes
No,Yes,Train,Female,DSL,0,88.10,5526.75,61,No,Two year,0123-CRBRT,Yes,Yes,Yes,Yes,Yes,Mailed check,Yes,Yes,Yes,Yes
No,Yes,Test,Male,No,0,24.90,1195.25,50,No,Two year,6292-TOSSS,No,No internet service,No internet service,No internet service,No,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
Yes,No,Train,Female,Fiber optic,1,105.00,2007.25,19,No,Month-to-month,3197-ARFOY,No,No,Yes,Yes,No,Mailed check,Yes,Yes,Yes,Yes
No,No,Train,Male,No,0,19.35,1099.60,59,Yes,Two year,6323-AYBRX,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,Yes,Train,Female,No,0,24.25,1732.95,71,No,Two year,7014-ZZXAW,No,No internet service,No internet service,No internet service,Yes,Credit card (automatic),Yes,No internet service,No internet service,No internet service
Yes,No,Train,Female,Fiber optic,1,94.45,1511.20,16,Yes,Month-to-month,4385-GZQXV,No,No,No,No,No,Electronic check,Yes,Yes,Yes,Yes
Yes,No,Test,Male,DSL,0,59.75,3450.15,57,No,Two year,7633-MVPUY,No,No,Yes,Yes,Yes,Electronic check,Yes,No,No,Yes
No,No phone service,Train,Male,DSL,0,24.80,24.80,1,Yes,Month-to-month,6366-ZGQGL,No,No,No,No,No,Bank transfer (automatic),No,No,No,No
No,Yes,Train,Male,Fiber optic,1,107.05,2172.05,20,No,Month-to-month,4716-HHKQH,No,No,Yes,No,Yes,Electronic check,Yes,Yes,Yes,Yes
No,No,Train,Male,Fiber optic,0,70.60,70.60,1,Yes,Month-to-month,5940-AHUHD,No,No,No,No,No,Mailed check,Yes,No,No,No
Yes,Yes,Train,Male,Fiber optic,0,85.40,401.10,5,Yes,Month-to-month,6432-TWQLB,No,No,Yes,No,Yes,Electronic check,Yes,No,No,Yes
Yes,Yes,Train,Female,Fiber optic,0,105.05,5624.85,52,Yes,Month-to-month,4484-GLZOU,No,Yes,Yes,No,Yes,Electronic check,Yes,Yes,Yes,No
Yes,No,Train,Male,DSL,1,64.95,1339.80,21,No,Month-to-month,3179-GBRWV,No,No,Yes,Yes,Yes,Bank transfer (automatic),Yes,Yes,No,No
Yes,No phone service,Test,Male,DSL,0,55.00,771.95,14,No,Month-to-month,8645-KWHJO,No,Yes,No,No,No,Electronic check,No,Yes,Yes,Yes
No,No,Test,Female,DSL,0,50.55,244.75,5,No,Month-to-month,4130-MZLCC,No,No,Yes,No,No,Bank transfer (automatic),Yes,No,No,No
No,No,Train,Female,DSL,0,55.15,322.90,6,No,Month-to-month,0314-TKOSI,No,No,Yes,Yes,No,Mailed check,Yes,No,No,No
No,No,Train,Female,DSL,0,51.20,498.25,10,No,Month-to-month,8229-MYEJZ,No,No,Yes,No,No,Electronic check,Yes,No,No,No
No,Yes,Train,Female,No,0,25.40,25.40,1,No,Month-to-month,2080-SRCDE,Yes,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
No,Yes,Test,Female,DSL,0,54.45,3687.75,68,No,Month-to-month,9577-WJVCQ,No,No,No,Yes,No,Mailed check,Yes,No,No,No
No,No,Test,Male,Fiber optic,0,95.15,1779.95,18,Yes,Month-to-month,9512-UIBFX,Yes,Yes,No,No,Yes,Mailed check,Yes,Yes,Yes,No
Yes,Yes,Train,Female,Fiber optic,0,76.00,1783.60,22,No,One year,6202-DYYFX,No,No,No,No,No,Credit card (automatic),Yes,No,No,No
Yes,No,Train,Female,DSL,0,44.35,927.15,20,No,Month-to-month,3808-HFKDE,No,No,No,No,No,Electronic check,Yes,No,No,No
No,No,Test,Male,Fiber optic,0,70.00,70.00,1,Yes,Month-to-month,5583-SXDAG,No,No,No,No,Yes,Electronic check,Yes,No,No,No
Yes,No,Test,Male,Fiber optic,1,74.50,606.55,8,Yes,Month-to-month,3488-PGMQJ,No,No,Yes,No,No,Electronic check,Yes,No,No,No
Yes,No,Test,Male,DSL,0,44.85,435.40,10,Yes,Month-to-month,3580-REOAC,No,No,No,No,No,Credit card (automatic),Yes,No,No,No
Yes,Yes,Train,Male,Fiber optic,1,76.10,1712.70,24,Yes,Month-to-month,7534-BFESC,No,No,No,No,No,Electronic check,Yes,No,No,No
No,No,Train,Male,DSL,0,61.20,2021.20,35,No,One year,3727-OWVYD,No,Yes,Yes,Yes,No,Mailed check,Yes,No,No,No
No,No,Train,Male,Fiber optic,0,86.80,1940.80,23,No,One year,2294-SALNE,Yes,Yes,Yes,No,Yes,Mailed check,Yes,No,No,Yes
Yes,No,Train,Female,Fiber optic,1,89.35,567.80,6,No,Month-to-month,4847-TAJYI,No,No,No,No,No,Electronic check,Yes,Yes,Yes,No
No,No,Test,Female,No,0,19.70,220.35,12,No,Month-to-month,1563-IWQEX,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
No,No,Test,Male,No,0,20.25,20.25,1,No,Month-to-month,8203-XJZRC,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
No,No,Train,Female,Fiber optic,0,76.05,5436.45,71,No,Two year,6556-DBKZF,Yes,Yes,No,No,Yes,Electronic check,Yes,No,No,No
Yes,Yes,Train,Male,Fiber optic,1,100.80,3437.50,35,No,Month-to-month,6851-WEFYX,No,Yes,No,No,Yes,Electronic check,Yes,Yes,Yes,No
Yes,Yes,Train,Male,DSL,0,74.55,3015.75,40,No,Month-to-month,2985-JUUBZ,Yes,Yes,No,No,Yes,Electronic check,Yes,Yes,Yes,No
Yes,No,Train,Female,Fiber optic,0,73.60,73.60,1,Yes,Month-to-month,6390-DSAZX,Yes,No,No,Yes,No,Mailed check,Yes,No,No,No
Yes,No,Test,Male,DSL,0,64.90,1509.80,23,No,One year,0895-LMRSF,No,No,No,No,No,Bank transfer (automatic),Yes,Yes,Yes,No
Yes,Yes,Train,Female,Fiber optic,1,95.45,396.10,4,Yes,Month-to-month,8098-LLAZX,No,No,No,No,No,Electronic check,Yes,Yes,Yes,No
Yes,No,Train,Male,Fiber optic,0,90.40,356.65,4,No,Month-to-month,8266-VBFQL,No,Yes,No,No,No,Electronic check,Yes,Yes,No,Yes
No,No phone service,Train,Female,DSL,0,60.30,4109.00,68,No,Two year,8181-YHCMF,Yes,Yes,Yes,No,Yes,Credit card (automatic),No,Yes,Yes,Yes
Yes,Yes,Test,Male,Fiber optic,0,81.85,3141.70,38,No,Month-to-month,2240-HSJQD,Yes,No,Yes,No,No,Mailed check,Yes,No,No,No
No,Yes,Train,Male,No,0,24.80,1229.10,52,No,Two year,1248-DYXUB,Yes,No internet service,No internet service,No internet service,Yes,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,Yes,Test,Male,Fiber optic,1,74.90,2303.35,32,Yes,Month-to-month,0265-EDXBD,No,No,No,No,Yes,Electronic check,Yes,No,No,No
No,No,Train,Male,DSL,0,75.55,2054.40,29,No,Two year,4115-BNPJY,Yes,Yes,No,No,Yes,Mailed check,Yes,Yes,Yes,Yes
No,Yes,Test,Male,Fiber optic,1,101.15,3741.85,38,No,Month-to-month,3167-SNQPL,Yes,No,Yes,No,Yes,Electronic check,Yes,Yes,Yes,No
Yes,Yes,Train,Male,DSL,0,78.75,3682.45,48,No,One year,4091-TVOCN,Yes,Yes,No,Yes,No,Credit card (automatic),Yes,Yes,Yes,No
Yes,No,Train,Female,No,0,19.25,19.25,1,No,Month-to-month,1098-TDVUQ,No,No internet service,No internet service,No internet service,No,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
Yes,No,Test,Female,Fiber optic,0,89.05,1886.25,22,No,Month-to-month,7277-OZCGZ,No,No,No,Yes,No,Electronic check,Yes,Yes,No,Yes
No,Yes,Train,Female,Fiber optic,0,115.05,4895.10,43,No,Two year,1557-EMYVT,No,Yes,Yes,Yes,No,Credit card (automatic),Yes,Yes,Yes,Yes
